name,name_for_emails,subtypes,category,phone,phone.whitepages_phones.lookup_type,phone.whitepages_phones.name,website,address,street,city,state_code,postal_code,rating,reviews,verified,email_1,email_1.emails_validator.status,email_1_full_name,email_1_first_name,email_1_last_name,email_1_title,email_2,email_2.emails_validator.status,phone_1,phone_1.whitepages_phones.lookup_type,phone_1.whitepages_phones.name,phone_1.whitepages_phones.phone_type,phone_2,phone_2.whitepages_phones.lookup_type,facebook,instagram,linkedin,company_insights.employees,company_insights.revenue,company_insights.industry,phone_normalized,niche
Hardy Fence - Fort Worth,Hardy Fence Fort Worth,"Fence contractor, Fence supply store",Fence contractor,+1 817-468-8859,person,Michael L Anderson,http://www.hardyfence.com/,"3165 Sabine St, Fort Worth, TX 76119",3165 Sabine St,Fort Worth,TX,76119,4.9,70,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18174688859,fence
Hardy Fence - Fort Worth,Hardy Fence Fort Worth,"Fence contractor, Fence supply store",Fence contractor,+1 817-468-8859,person,Michael L Anderson,http://www.hardyfence.com/,"3165 Sabine St, Fort Worth, TX 76119",3165 Sabine St,Fort Worth,TX,76119,4.9,70,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18174688859,fence
Hardy Fence - Fort Worth,Hardy Fence Fort Worth,"Fence contractor, Fence supply store",Fence contractor,+1 817-468-8859,person,Michael L Anderson,http://www.hardyfence.com/,"3165 Sabine St, Fort Worth, TX 76119",3165 Sabine St,Fort Worth,TX,76119,4.9,70,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18174688859,fence
Buzz Custom Fence - Fort Worth,Buzz Custom Fence Fort Worth,Fence contractor,Fence contractor,+1 817-263-9788,person,Ronald L Lewis,https://buzzfence.com/,"5104 W Vickery Blvd, Fort Worth, TX 76107",5104 W Vickery Blvd,Fort Worth,TX,76107,4.5,533,True,,,,,,,,,,,,,,,,,,10,1000000,CONSTRUCTION,+18172639788,fence
Buzz Custom Fence - Fort Worth,Buzz Custom Fence Fort Worth,Fence contractor,Fence contractor,+1 817-263-9788,person,Ronald L Lewis,https://buzzfence.com/,"5104 W Vickery Blvd, Fort Worth, TX 76107",5104 W Vickery Blvd,Fort Worth,TX,76107,4.5,533,True,,,,,,,,,,,,,,,,,,10,1000000,CONSTRUCTION,+18172639788,fence
Buzz Custom Fence - Fort Worth,Buzz Custom Fence Fort Worth,Fence contractor,Fence contractor,+1 817-263-9788,person,Ronald L Lewis,https://buzzfence.com/,"5104 W Vickery Blvd, Fort Worth, TX 76107",5104 W Vickery Blvd,Fort Worth,TX,76107,4.5,533,True,,,,,,,,,,,,,,,,,,10,1000000,CONSTRUCTION,+18172639788,fence
Better Fence Company - Fort Worth,Better Fence Company Fort Worth,Fence contractor,Fence contractor,+1 214-799-0079,,,https://www.abetterfencecompany.com/,"1949 Golden Heights Rd Suite 112, Fort Worth, TX 76177",1949 Golden Heights Rd Suite 112,Fort Worth,TX,76177,5,2,True,,,,,,,,,,,,,,,,,,,,,+12147990079,fence
Better Fence Company - Fort Worth,Better Fence Company Fort Worth,Fence contractor,Fence contractor,+1 214-799-0079,,,https://www.abetterfencecompany.com/,"1949 Golden Heights Rd Suite 112, Fort Worth, TX 76177",1949 Golden Heights Rd Suite 112,Fort Worth,TX,76177,5,2,True,,,,,,,,,,,,,,,,,,,,,+12147990079,fence
Bob Davis Fences,Bob Davis Fences,Fence contractor,Fence contractor,+1 817-732-5541,person,Jarrod Allen Collins,http://www.bobdavisfences.com/,"3805 W Vickery Blvd, Fort Worth, TX 76107",3805 W Vickery Blvd,Fort Worth,TX,76107,4.1,29,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18177325541,fence
Bob Davis Fences,Bob Davis Fences,Fence contractor,Fence contractor,+1 817-732-5541,person,Jarrod Allen Collins,http://www.bobdavisfences.com/,"3805 W Vickery Blvd, Fort Worth, TX 76107",3805 W Vickery Blvd,Fort Worth,TX,76107,4.1,29,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18177325541,fence
Bob Davis Fences,Bob Davis Fences,Fence contractor,Fence contractor,+1 817-732-5541,person,Jarrod Allen Collins,http://www.bobdavisfences.com/,"3805 W Vickery Blvd, Fort Worth, TX 76107",3805 W Vickery Blvd,Fort Worth,TX,76107,4.1,29,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18177325541,fence
"Gladiator Outdoor, LLC",Gladiator Outdoor,Fence contractor,Fence contractor,+1 817-646-8760,,,https://gladiatorfence.com/,"3131 W Bolt St unit a11, Fort Worth, TX 76110",3131 W Bolt St unit a11,Fort Worth,TX,76110,4.9,91,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18176468760,fence
"Gladiator Outdoor, LLC",Gladiator Outdoor,Fence contractor,Fence contractor,+1 817-646-8760,,,https://gladiatorfence.com/,"3131 W Bolt St unit a11, Fort Worth, TX 76110",3131 W Bolt St unit a11,Fort Worth,TX,76110,4.9,91,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18176468760,fence
"Gladiator Outdoor, LLC",Gladiator Outdoor,Fence contractor,Fence contractor,+1 817-646-8760,,,https://gladiatorfence.com/,"3131 W Bolt St unit a11, Fort Worth, TX 76110",3131 W Bolt St unit a11,Fort Worth,TX,76110,4.9,91,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18176468760,fence
Curb Appeal Fence Company Dallas,Curb Appeal Fence Company Dallas,"Fence contractor, Carport and pergola builder, Deck builder",Fence contractor,+1 214-392-3043,person,Austin Robert Bucy,https://curbappealwoodcare.com/,"1910 Pacific Ave Suite 17188, Dallas, TX 75201",1910 Pacific Ave Suite 17188,Dallas,TX,75201,4.9,115,True,,,,,,,,,,,,,,,,,,,1000000,,+12143923043,fence
Curb Appeal Fence Company Dallas,Curb Appeal Fence Company Dallas,"Fence contractor, Carport and pergola builder, Deck builder",Fence contractor,+1 214-392-3043,person,Austin Robert Bucy,https://curbappealwoodcare.com/,"1910 Pacific Ave Suite 17188, Dallas, TX 75201",1910 Pacific Ave Suite 17188,Dallas,TX,75201,4.9,115,True,,,,,,,,,,,,,,,,,,,1000000,,+12143923043,fence
Curb Appeal Fence Company Dallas,Curb Appeal Fence Company Dallas,"Fence contractor, Carport and pergola builder, Deck builder",Fence contractor,+1 214-392-3043,person,Austin Robert Bucy,https://curbappealwoodcare.com/,"1910 Pacific Ave Suite 17188, Dallas, TX 75201",1910 Pacific Ave Suite 17188,Dallas,TX,75201,4.9,115,True,,,,,,,,,,,,,,,,,,,1000000,,+12143923043,fence
Magnolia Fence & Patio,Magnolia Fence And Patio,"Fence contractor, Carport and pergola builder, Concrete contractor, Construction company, Deck builder, Gazebo builder, General contractor, Landscaper",Fence contractor,+1 817-995-7467,business,Magnolia Fence & Patio,https://magnoliafenceandpatio.com/,"340 Thomas Pl, Everman, TX 76140",340 Thomas Pl,Everman,TX,76140,4.9,638,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18179957467,fence
Magnolia Fence & Patio,Magnolia Fence And Patio,"Fence contractor, Carport and pergola builder, Concrete contractor, Construction company, Deck builder, Gazebo builder, General contractor, Landscaper",Fence contractor,+1 817-995-7467,business,Magnolia Fence & Patio,https://magnoliafenceandpatio.com/,"340 Thomas Pl, Everman, TX 76140",340 Thomas Pl,Everman,TX,76140,4.9,638,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18179957467,fence
Magnolia Fence & Patio,Magnolia Fence And Patio,"Fence contractor, Carport and pergola builder, Concrete contractor, Construction company, Deck builder, Gazebo builder, General contractor, Landscaper",Fence contractor,+1 817-995-7467,business,Magnolia Fence & Patio,https://magnoliafenceandpatio.com/,"340 Thomas Pl, Everman, TX 76140",340 Thomas Pl,Everman,TX,76140,4.9,638,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18179957467,fence
Fort Worth Custom Fence,Fort Worth Custom Fence,Fence contractor,Fence contractor,+1 817-343-1173,,,https://fortworthcustomfence.com/,"150 Springwood Rnch Lp, Springtown, TX 76082",150 Springwood Rnch Lp,Springtown,TX,76082,5,86,True,,,,,,,,,,,,,,,,,,,,CONSTRUCTION,+18173431173,fence
Fort Worth Custom Fence,Fort Worth Custom Fence,Fence contractor,Fence contractor,+1 817-343-1173,,,https://fortworthcustomfence.com/,"150 Springwood Rnch Lp, Springtown, TX 76082",150 Springwood Rnch Lp,Springtown,TX,76082,5,86,True,,,,,,,,,,,,,,,,,,,,CONSTRUCTION,+18173431173,fence
Fort Worth Custom Fence,Fort Worth Custom Fence,Fence contractor,Fence contractor,+1 817-343-1173,,,https://fortworthcustomfence.com/,"150 Springwood Rnch Lp, Springtown, TX 76082",150 Springwood Rnch Lp,Springtown,TX,76082,5,86,True,,,,,,,,,,,,,,,,,,,,CONSTRUCTION,+18173431173,fence
Tin Star Fencing,Tin Star Fencing,"Fence contractor, Construction company, Deck builder",Fence contractor,+1 817-882-6019,,,https://tsfencing.com/,"1927 Golden Heights Rd #400, Fort Worth, TX 76177",1927 Golden Heights Rd #400,Fort Worth,TX,76177,4.9,66,True,,,,,,,,,,,,,,,,,,10,1000000,,+18178826019,fence
Teds Custom Fence,Teds Custom Fence,Fence contractor,Fence contractor,+1 817-319-6939,person,Benson West,https://www.tedscustomfence.com/,"117 Westfork Dr, Fort Worth, TX 76114",117 Westfork Dr,Fort Worth,TX,76114,5,1,True,,,,,,,,,,,,,,,,,,,,Fence Installation,+18173196939,fence
Lifetime Fence Company,Lifetime Fence Company,Fence contractor,Fence contractor,+1 817-908-3882,business,Lifetime Roof And Fence Fort Worth,http://www.lifetimewarrantyfence.com/fort-worth-tx/,"1949 Golden Heights Rd #102, Fort Worth, TX 76177",1949 Golden Heights Rd #102,Fort Worth,TX,76177,4.9,287,True,,,,,,,,,,,,,,,,,,50,10000000,CONSTRUCTION,+18179083882,fence
Lifetime Fence Company,Lifetime Fence Company,Fence contractor,Fence contractor,+1 817-908-3882,business,Lifetime Roof And Fence Fort Worth,http://www.lifetimewarrantyfence.com/fort-worth-tx/,"1949 Golden Heights Rd #102, Fort Worth, TX 76177",1949 Golden Heights Rd #102,Fort Worth,TX,76177,4.9,287,True,,,,,,,,,,,,,,,,,,50,10000000,CONSTRUCTION,+18179083882,fence
Dallas Fence,Dallas Fence,Fence contractor,Fence contractor,+1 469-809-2424,,,https://dallasfence.co/,"17480 Dallas Pkwy #111, Dallas, TX 75287",17480 Dallas Pkwy #111,Dallas,TX,75287,5,6,True,,,,,,,,,,,,,,,,,,,,,+14698092424,fence
Allied Fence Co,Allied Fence,Fence contractor,Fence contractor,+1 214-748-6088,person,John T Roth,http://www.alliedfencedallas.com/,"266 W Commerce St, Dallas, TX 75208",266 W Commerce St,Dallas,TX,75208,4.5,43,True,,,,,,,,,,,,,,,,,,10,50000000,CONSTRUCTION,+12147486088,fence
Allied Fence Co,Allied Fence,Fence contractor,Fence contractor,+1 214-748-6088,person,John T Roth,http://www.alliedfencedallas.com/,"266 W Commerce St, Dallas, TX 75208",266 W Commerce St,Dallas,TX,75208,4.5,43,True,,,,,,,,,,,,,,,,,,10,50000000,CONSTRUCTION,+12147486088,fence
Allied Fence Co,Allied Fence,Fence contractor,Fence contractor,+1 214-748-6088,person,John T Roth,http://www.alliedfencedallas.com/,"266 W Commerce St, Dallas, TX 75208",266 W Commerce St,Dallas,TX,75208,4.5,43,True,,,,,,,,,,,,,,,,,,10,50000000,CONSTRUCTION,+12147486088,fence
Allied Fence,Allied Fence,"Fence contractor, Fence supply store",Fence supply store,+1 817-332-7576,person,Frankie Trotto,https://alliedfenceftw.com/,"3530 E Belknap St, Fort Worth, TX 76111",3530 E Belknap St,Fort Worth,TX,76111,4.3,44,True,,,,,,,,,,,,,,,,,,,,,+18173327576,fence
Blacksmith Fence Company,Blacksmith Fence Company,"Fence contractor, Fence supply store",Fence contractor,+1 817-847-0250,person,Ty James Herbert,https://blacksmithfence.com/,"809 Creek Hollow Ln, Fort Worth, TX 76131",809 Creek Hollow Ln,Fort Worth,TX,76131,4.4,45,True,,,,,,,,,,,,,,,,,,10,1000000,INSURANCE,+18178470250,fence
Stand Strong Fencing of Fort Worth,Stand Strong Fencing Of Fort Worth,Fence contractor,Fence contractor,+1 817-592-9970,person,Kathleen P Gerstner,https://www.standstrongfencing.com/fort-worth-tx,"4020 Williamson Rd #600, Crowley, TX 76036",4020 Williamson Rd #600,Crowley,TX,76036,4.9,73,True,,,,,,,,,,,,,,,,,,10,1000000,,+18175929970,fence
Stand Strong Fencing of Fort Worth,Stand Strong Fencing Of Fort Worth,Fence contractor,Fence contractor,+1 817-592-9970,person,Kathleen P Gerstner,https://www.standstrongfencing.com/fort-worth-tx,"4020 Williamson Rd #600, Crowley, TX 76036",4020 Williamson Rd #600,Crowley,TX,76036,4.9,73,True,,,,,,,,,,,,,,,,,,10,1000000,,+18175929970,fence
Stand Strong Fencing of Fort Worth,Stand Strong Fencing Of Fort Worth,Fence contractor,Fence contractor,+1 817-592-9970,person,Kathleen P Gerstner,https://www.standstrongfencing.com/fort-worth-tx,"4020 Williamson Rd #600, Crowley, TX 76036",4020 Williamson Rd #600,Crowley,TX,76036,4.9,73,True,,,,,,,,,,,,,,,,,,10,1000000,,+18175929970,fence
DFW Fence Pro,Dfw Fence Pro,"Fence contractor, Construction company, Contractor, Fence supply store",Fence contractor,+1 972-469-3661,business,Frisco Fence And Arbor Pro,https://www.dfwfencepro.com/,"1402 S Custer Rd Ste 1001, McKinney, TX 75072",1402 S Custer Rd Ste 1001,McKinney,TX,75072,4.7,318,True,,,,,,,,,,,,,,,,,,50,10000000,,+19724693661,fence
EverFence,Everfence,Fence contractor,Fence contractor,+1 972-955-5074,,Eva Arredondo,https://everfence.com/service-areas/dallas-fence-installation/,"2530 Glenda Ln, Dallas, TX 75229",2530 Glenda Ln,Dallas,TX,75229,4.5,65,True,,,,,,,,,,,,,,,,,,,,,+19729555074,fence
EverFence,Everfence,Fence contractor,Fence contractor,+1 972-955-5074,,Eva Arredondo,https://everfence.com/service-areas/dallas-fence-installation/,"2530 Glenda Ln, Dallas, TX 75229",2530 Glenda Ln,Dallas,TX,75229,4.5,65,True,,,,,,,,,,,,,,,,,,,,,+19729555074,fence
EverFence,Everfence,Fence contractor,Fence contractor,+1 972-955-5074,,Eva Arredondo,https://everfence.com/service-areas/dallas-fence-installation/,"2530 Glenda Ln, Dallas, TX 75229",2530 Glenda Ln,Dallas,TX,75229,4.5,65,True,,,,,,,,,,,,,,,,,,,,,+19729555074,fence
Viking Fence and Rental Company (DFW),Viking Fence And Rental Company Dfw,"Fence contractor, Construction equipment supplier, Dumpster rental service, Fence supply store, Portable toilet supplier",Fence contractor,+1 817-269-4901,person,Kara Noelle Nelson,https://rentviking.com/fort-worth/,"11308 S Pipeline Rd, Fort Worth, TX 76040",11308 S Pipeline Rd,Fort Worth,TX,76040,4.2,24,True,,,,,,,,,,,,,,,,,,,,,+18172694901,fence
Viking Fence and Rental Company (DFW),Viking Fence And Rental Company Dfw,"Fence contractor, Construction equipment supplier, Dumpster rental service, Fence supply store, Portable toilet supplier",Fence contractor,+1 817-269-4901,person,Kara Noelle Nelson,https://rentviking.com/fort-worth/,"11308 S Pipeline Rd, Fort Worth, TX 76040",11308 S Pipeline Rd,Fort Worth,TX,76040,4.2,24,True,,,,,,,,,,,,,,,,,,,,,+18172694901,fence
Viking Fence and Rental Company (DFW),Viking Fence And Rental Company Dfw,"Fence contractor, Construction equipment supplier, Dumpster rental service, Fence supply store, Portable toilet supplier",Fence contractor,+1 817-269-4901,person,Kara Noelle Nelson,https://rentviking.com/fort-worth/,"11308 S Pipeline Rd, Fort Worth, TX 76040",11308 S Pipeline Rd,Fort Worth,TX,76040,4.2,24,True,,,,,,,,,,,,,,,,,,,,,+18172694901,fence
Texas Best Fence & Patio,Texas Best Fence And Patio,"Fence contractor, Carport and pergola builder, Concrete contractor, Deck builder",Fence contractor,+1 972-245-0640,,,https://www.texasbestfence.com/,"426 Southfork Dr, Lewisville, TX 75057",426 Southfork Dr,Lewisville,TX,75057,4.8,541,True,,,,,,,,,,,,,,,,,,25,10000000,CONSTRUCTION,+19722450640,fence
Texas Best Fence & Patio,Texas Best Fence And Patio,"Fence contractor, Carport and pergola builder, Concrete contractor, Deck builder",Fence contractor,+1 972-245-0640,,,https://www.texasbestfence.com/,"426 Southfork Dr, Lewisville, TX 75057",426 Southfork Dr,Lewisville,TX,75057,4.8,541,True,,,,,,,,,,,,,,,,,,25,10000000,CONSTRUCTION,+19722450640,fence
Texas Best Fence & Patio,Texas Best Fence And Patio,"Fence contractor, Carport and pergola builder, Concrete contractor, Deck builder",Fence contractor,+1 972-245-0640,,,https://www.texasbestfence.com/,"426 Southfork Dr, Lewisville, TX 75057",426 Southfork Dr,Lewisville,TX,75057,4.8,541,True,,,,,,,,,,,,,,,,,,25,10000000,CONSTRUCTION,+19722450640,fence
Texas Patio and Fence Co.,Texas Patio And Fence,Fence contractor,Fence contractor,+1 817-332-0069,person,Annie J Horany,https://texaspatioandfence.com/,"5685 E Loop 820 S, Fort Worth, TX 76119",5685 E Loop 820 S,Fort Worth,TX,76119,5,6,True,,,,,,,,,,,,,,,,,,50,10000000,,+18173320069,fence
76 Fence,76 Fence,Fence contractor,Fence contractor,+1 972-758-1151,,,https://76fence.com/dallas,"3232 McKinney Ave Suite 500, Dallas, TX 75204",3232 McKinney Ave Suite 500,Dallas,TX,75204,5,4,True,,,,,,,,,,,,,,,,,,,,CONSTRUCTION,+19727581151,fence
76 Fence,76 Fence,Fence contractor,Fence contractor,+1 972-758-1151,,,https://76fence.com/dallas,"3232 McKinney Ave Suite 500, Dallas, TX 75204",3232 McKinney Ave Suite 500,Dallas,TX,75204,5,4,True,,,,,,,,,,,,,,,,,,,,CONSTRUCTION,+19727581151,fence
76 Fence,76 Fence,Fence contractor,Fence contractor,+1 972-758-1151,,,https://76fence.com/dallas,"3232 McKinney Ave Suite 500, Dallas, TX 75204",3232 McKinney Ave Suite 500,Dallas,TX,75204,5,4,True,,,,,,,,,,,,,,,,,,,,CONSTRUCTION,+19727581151,fence
Ambassador Fence Co.,Ambassador Fence,Fence contractor,Fence contractor,+1 972-544-6282,business,Ambassador Fence Co.,https://www.ambassadorfenceco.com/,"17811 Davenport Rd Unit 16, Dallas, TX 75252",17811 Davenport Rd Unit 16,Dallas,TX,75252,4.9,78,True,,,,,,,,,,,,,,,,,,50,10000000,,+19725446282,fence
Everlast Gates & Fence,Everlast Gates And Fence,"Fence contractor, Security system installation service",Fence contractor,+1 682-299-6114,business,Everlast Gates- Automatic Gate Repair & Installation,https://everlastgates.com/fort-worth-tx/,"6850 Manhattan Blvd Suite 300-16, Fort Worth, TX 76120",6850 Manhattan Blvd Suite 300-16,Fort Worth,TX,76120,5,411,True,,,,,,,,,,,,,,,,,,,,,+16822996114,fence
Everlast Gates & Fence,Everlast Gates And Fence,"Fence contractor, Security system installation service",Fence contractor,+1 682-299-6114,business,Everlast Gates- Automatic Gate Repair & Installation,https://everlastgates.com/fort-worth-tx/,"6850 Manhattan Blvd Suite 300-16, Fort Worth, TX 76120",6850 Manhattan Blvd Suite 300-16,Fort Worth,TX,76120,5,411,True,,,,,,,,,,,,,,,,,,,,,+16822996114,fence
Everlast Gates & Fence,Everlast Gates And Fence,"Fence contractor, Security system installation service",Fence contractor,+1 682-299-6114,business,Everlast Gates- Automatic Gate Repair & Installation,https://everlastgates.com/fort-worth-tx/,"6850 Manhattan Blvd Suite 300-16, Fort Worth, TX 76120",6850 Manhattan Blvd Suite 300-16,Fort Worth,TX,76120,5,411,True,,,,,,,,,,,,,,,,,,,,,+16822996114,fence
Cheetah Fence LLC,Cheetah Fence,Fence contractor,Contratista de alambradas,+1 817-781-3806,person,Joseph A Nyumah,https://cheetah-fence-llc.localo.site/,"1608 Meadowlane Terrace, Fort Worth, TX 76112",1608 Meadowlane Terrace,Fort Worth,TX,76112,5,11,True,,,,,,,,,,,,,,,,,,,,,+18177813806,fence
Magnolia Fence & Patio,Magnolia Fence And Patio,"Fence contractor, Carport and pergola builder, Contractor, Deck builder, Gazebo builder, Patio enclosure supplier",Deck builder,+1 817-995-7467,business,Magnolia Fence & Patio,https://magnoliafenceandpatio.com/,"9009 Benbrook Blvd, Benbrook, TX 76126",9009 Benbrook Blvd,Benbrook,TX,76126,5,51,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18179957467,fence
Magnolia Fence & Patio,Magnolia Fence And Patio,"Fence contractor, Carport and pergola builder, Contractor, Deck builder, Gazebo builder, Patio enclosure supplier",Deck builder,+1 817-995-7467,business,Magnolia Fence & Patio,https://magnoliafenceandpatio.com/,"9009 Benbrook Blvd, Benbrook, TX 76126",9009 Benbrook Blvd,Benbrook,TX,76126,5,51,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18179957467,fence
Magnolia Fence & Patio,Magnolia Fence And Patio,"Fence contractor, Carport and pergola builder, Contractor, Deck builder, Gazebo builder, Patio enclosure supplier",Deck builder,+1 817-995-7467,business,Magnolia Fence & Patio,https://magnoliafenceandpatio.com/,"9009 Benbrook Blvd, Benbrook, TX 76126",9009 Benbrook Blvd,Benbrook,TX,76126,5,51,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+18179957467,fence
Fancy Fence of Fort Worth,Fancy Fence Of Fort Worth,"Fence contractor, Carport and pergola builder, Gazebo builder",Fence contractor,+1 817-770-6558,person,Blake Alan Headley,https://www.fancyfencetx.com/,"2868 Stephanie Ln, Hurst, TX 76054",2868 Stephanie Ln,Hurst,TX,76054,4.8,37,True,,,,,,,,,,,,,,,,,,,,,+18177706558,fence
Precision Fencing,Precision Fencing,Fence contractor,Fence contractor,+1 972-288-2080,person,Pushpam Thomas Chukkiriyan,https://precisionfencingtx.com/,"606 US-80, Sunnyvale, TX 75182",606 US-80,Sunnyvale,TX,75182,4.7,56,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+19722882080,fence
Precision Fencing,Precision Fencing,Fence contractor,Fence contractor,+1 972-288-2080,person,Pushpam Thomas Chukkiriyan,https://precisionfencingtx.com/,"606 US-80, Sunnyvale, TX 75182",606 US-80,Sunnyvale,TX,75182,4.7,56,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+19722882080,fence
Precision Fencing,Precision Fencing,Fence contractor,Fence contractor,+1 972-288-2080,person,Pushpam Thomas Chukkiriyan,https://precisionfencingtx.com/,"606 US-80, Sunnyvale, TX 75182",606 US-80,Sunnyvale,TX,75182,4.7,56,True,,,,,,,,,,,,,,,,,,10,10000000,CONSTRUCTION,+19722882080,fence
1st Post Fencing,1St Post Fencing,Fence contractor,Fence contractor,+1 817-938-5438,,,https://www.1stpostfencing.com/,"11913 Brown Fox Dr, Fort Worth, TX 76244",11913 Brown Fox Dr,Fort Worth,TX,76244,4.8,33,True,,,,,,,,,,,,,,,,,,,,,+18179385438,fence
