name,name_for_emails,subtypes,category,phone,phone.whitepages_phones.lookup_type,phone.whitepages_phones.name,website,address,street,city,state_code,postal_code,rating,reviews,verified,email_1,email_1.emails_validator.status,email_1_full_name,email_1_first_name,email_1_last_name,email_1_title,email_2,email_2.emails_validator.status,phone_1,phone_1.whitepages_phones.lookup_type,phone_1.whitepages_phones.name,phone_1.whitepages_phones.phone_type,phone_2,phone_2.whitepages_phones.lookup_type,facebook,instagram,linkedin,company_insights.employees,company_insights.revenue,company_insights.industry,phone_normalized,niche
Anytime Garage Door,Anytime Garage Door,"Garage door supplier, Repair service",Garage door supplier,+1 469-373-7439,,,https://www.anytimegaragedoor.com/service-areas/dallas-tx-garage-door-repair,"180 Industrial Blvd STE D, McKinney, TX 75069",180 Industrial Blvd STE D,McKinney,TX,75069,4.9,306,True,jcummings@anytimegaragedoor.com,INVALID,Joey Cummings,Joey,Cummings,,j.serdoz@anytimegaragedoor.com,INVALID,18003667496,business,Sun City Garage Door,,18653465162,,https://www.facebook.com/suncitygaragedoors/,https://www.instagram.com/anytimegaragedoor,http://www.linkedin.com/company/anytime-garage-door,10,10000000,,+14693737439,garage_door
Garage Tec Automatic Gates & Garage Door Repair,Garage Tec Automatic Gates And Garage Door Repair,"Garage door supplier, Fence contractor",Garage door supplier,+1 972-632-3010,,,https://garagetec.org/mckinney-tx/,"321 N Central Expy N STE 307, McKinney, TX 75070",321 N Central Expy N STE 307,McKinney,TX,75070,4.9,67,True,info@garagetec.org,RECEIVING,,,,,info@garagetec.org,RECEIVING,4699819622,,,,4695891155,,https://www.facebook.com/garagetecallen,https://www.instagram.com/garagetec_dallastx/,,,,,+19726323010,garage_door
Trusty Garage Door Repair Plano,Trusty Garage Door Repair Plano,"Garage door supplier, Garage builder",Garage door supplier,+1 214-624-6348,,,https://www.trustygaragerepair.com/,"1201 E 15th St suite 305, Plano, TX 75074",1201 E 15th St suite 305,Plano,TX,75074,5,166,True,trustygaragerepair@gmail.com,RECEIVING,,,,,,,2146246348,,,,4697930048,,https://www.facebook.com/TrustyGarageDoorRepairs,https://www.instagram.com/trustygaragedoors,,,,CONSTRUCTION,+12146246348,garage_door
Garage Door Heroes,Garage Door Heroes,"Repair service, Service establishment, Painting",Repair service,+1 469-885-8106,,,https://garagedoor-heroes.com/,,,,,,5,80,True,dmooreiii88@gmail.com,RECEIVING,,,,,,,18552046518,,,TollFree,4698858106,,https://www.facebook.com/people/,,,,,,+14698858106,garage_door
Your Garage Door Guys,Your Garage Door Guys,"Garage door supplier, Contractor, Door supplier, Repair service, Spring supplier",Garage door supplier,+1 469-389-2010,business,Your Garage Door Guys,https://yourgdguys.com/,"1950 Alpha Dr #100, Rockwall, TX 75087",1950 Alpha Dr #100,Rockwall,TX,75087,4.9,638,True,yourgdguys@gmail.com,RECEIVING,,,,,contact@yourgdguys.com,RECEIVING,14693892010,business,Your Garage Door Guys,,4693892010,business,https://www.facebook.com/yourgdguys,https://www.instagram.com/yourgdguys,,,,,+14693892010,garage_door
Corey's Garage Door Repair,Coreys Garage Door Repair,Garage door supplier,Garage door supplier,+1 972-833-0050,,,https://farmersvillegaragedoors.com/,"1300 W Audie Murphy Pkwy Suite 408, Farmersville, TX 75442",1300 W Audie Murphy Pkwy Suite 408,Farmersville,TX,75442,4.6,33,True,,,,,,,,,9728330050,,,,,,,,,,,,+19728330050,garage_door
DoorCraft Garage Doors LLC,Doorcraft Garage Doors,"Garage door supplier, Repair service",Garage door supplier,+1 469-678-7998,,,http://doorcraftgaragedoors.com/,"2605 Avalon Creek Way, McKinney, TX 75071",2605 Avalon Creek Way,McKinney,TX,75071,5,92,True,doorcraftgaragedoors@gmail.com,RECEIVING,,,,,,,14696787998,,,,,,https://www.facebook.com/doorcraftgaragedoorsllc/,,,,,,+14696787998,garage_door
A1 Affordable Garage Door Services,A1 Affordable Garage Door Services,"Garage door supplier, Door supplier, Garage builder, Home improvement store, Repair service, Spring supplier",Garage door supplier,+1 972-877-5774,person,Jessica B Wiley,https://www.repairgaragedoors.com/,"3303 N Central Expy #200, Plano, TX 75023",3303 N Central Expy #200,Plano,TX,75023,4.2,80,True,kris@repairgaragedoors.com,INVALID,Kris O'Connor,Kris,O'Connor,General Manager - Wwwrepairgaragedoorscom - 9728775774,service@repairgaragedoors.com,RECEIVING,9728775774,person,Jessica B Wiley,,4692778335,,http://www.facebook.com/repairgaragedoorsplano,https://instagram.com/garagedoorlady,http://www.linkedin.com/company/a1-affordable-garage-door-services,10,1000000,CONSUMER_SERVICES,+19728775774,garage_door
Imperial Overhead Garage Door Repair,Imperial Overhead Garage Door Repair,Garage door supplier,Garage door supplier,+1 469-272-8847,,,https://imperialgaragedoorrepair.com/,"1023 S Greenville Ave #109, Allen, TX 75002",1023 S Greenville Ave #109,Allen,TX,75002,5,416,True,imperialogdr@gmail.com,RECEIVING,,,,,info@website.com,INVALID,4692738847,,,,,,,,,,,CONSTRUCTION,+14692728847,garage_door
Supreme Garage Door Repair,Supreme Garage Door Repair,Garage door supplier,Garage door supplier,+1 972-736-9854,,,https://www.supremegaragedoortx.com/garage-door-repair-celina-tx/,"407 N New Mexico Dr Suite 130, Celina, TX 75009",407 N New Mexico Dr Suite 130,Celina,TX,75009,5,28,True,info@supremegaragedoortx.com,INVALID,,,,,noffice@supremegaragedoortx.com,INVALID,12149150384,business,Supreme Garage Door,,2149150384,business,http://www.facebook.com/supremegaragedoor,,http://www.linkedin.com/company/supreme-garage-door-repair-garland,50,10000000,,+19727369854,garage_door
Garage Tec Automatic Gates & Garage Door Repair,Garage Tec Automatic Gates And Garage Door Repair,"Garage door supplier, Fence contractor",Garage door supplier,+1 469-430-2094,,,https://garagetec.org/frisco-tx/,"9081 2nd St #10, Frisco, TX 75034",9081 2nd St #10,Frisco,TX,75034,4.9,198,True,info@garagetec.org,RECEIVING,,,,,info@garagetec.org,RECEIVING,4699819622,,,,4695891155,,https://www.facebook.com/garagetecallen,https://www.instagram.com/garagetec_dallastx/,,,,,+14694302094,garage_door
Trusty Garage Door Repair,Trusty Garage Door Repair,"Garage door supplier, Service establishment, Repair service",Garage door supplier,+1 469-707-8789,,,https://trustygaragedoors.com/%3Futm_source%3DGBP%26utm_medium%3Dorganic%26utm_campaign%3Doffice,,,,,,5,649,True,trustygaragerepair@gmail.com,RECEIVING,,,,,,,14697930048,,,,4697930048,,https://www.facebook.com/TrustyGarageDoors,,,,,,+14697078789,garage_door
ROCKWALL GARAGE DOOR,Rockwall Garage Door,Garage door supplier,Garage door supplier,+1 972-771-3134,person,James J Hernandez,http://rockwallgaragedoor.com/,"1309 Smirl Dr, Rockwall, TX 75032",1309 Smirl Dr,Rockwall,TX,75032,4.8,34,False,rockwallgaragedoor1@yahoo.com,RECEIVING,,,,,,,9727713134,person,James J Hernandez,,9727716938,,https://www.facebook.com/RockwallGarageDoor,,,10,1000000,CONSTRUCTION,+19727713134,garage_door
Mercer Garage Door Repair,Mercer Garage Door Repair,"Garage door supplier, Door supplier",Door supplier,+1 609-215-8753,,,,"23 NJ-31 Suite F-15, Pennington, NJ 08534",23 NJ-31 Suite F-15,Pennington,NJ,08534,4.9,38,False,,,,,,,,,,,,,,,,,,,,,+16092158753,garage_door
Closing Masters Garage Doors,Closing Masters Garage Doors,"Garage door supplier, Garage builder, Spring supplier",Garage door supplier,+1 201-893-9634,,,https://closing-masters.com/,"5665 John F. Kennedy Blvd, North Bergen, NJ 07047",5665 John F. Kennedy Blvd,North Bergen,NJ,07047,4.9,296,True,closingmastersgaragedoors@gmail.com,RECEIVING,,,,,office@closing-masters.com,RECEIVING,2019484693,person,Ronald W Matthews,,2017482910,person,https://www.facebook.com/closingmastersgaragedoors/,https://www.instagram.com/closingmasters,https://www.linkedin.com/company/closing-masters-garage-doors/,10,1000000,CONSTRUCTION,+12018939634,garage_door
Jersey City Garage Door Repair,Jersey City Garage Door Repair,Garage door supplier,Garage door supplier,+1 201-740-1100,,,https://jerseycityoverheaddoors.com/,"600 Pavonia Ave Suite 302, Jersey City, NJ 07306",600 Pavonia Ave Suite 302,Jersey City,NJ,07306,4.6,25,True,,,,,,,,,2017401100,,,,,,,,https://www.linkedin.com/company/jersey-city-garage-door-repair/,,,,+12017401100,garage_door
M&C Garage Door Repair North Bergen,M And C Garage Door Repair North Bergen,Garage door supplier,Garage door supplier,+1 551-360-2343,,,,"513 78th St, North Bergen, NJ 07047",513 78th St,North Bergen,NJ,07047,5,15,True,,,,,,,,,,,,,,,,,,,,,+15513602343,garage_door
Farmersville Overhead Door,Farmersville Overhead Door,"Garage door supplier, Service establishment",Garage door supplier,+1 214-733-0575,,,http://farmersvilleohd.com/,,,,,,4.4,5,True,eben@eyebytes.com,RECEIVING,,,,,ken@farmersvilleohd.com,RECEIVING,2147330575,,,,,,,,,10,1000000,,+12147330575,garage_door
E&W Garage Door Repair Edgewater,E And W Garage Door Repair Edgewater,Garage door supplier,Garage door supplier,+1 201-534-9111,,,,"780 River Rd, Edgewater, NJ 07020",780 River Rd,Edgewater,NJ,07020,5,10,False,,,,,,,,,,,,,,,,,,,,,+12015349111,garage_door
"Skillman Doors, LLC",Skillman Doors,Garage door supplier,Garage door supplier,+1 973-748-1110,person,William H Kohlman Sr,http://skillmandoors.com/,"54 Berkeley Pl, Bloomfield, NJ 07003",54 Berkeley Pl,Bloomfield,NJ,07003,5,24,True,bhk625@gmail.com,RECEIVING,William Kohlman Sr,William,Kohlman Sr,Installation And Service Manager,sales@skillmandoors.com,RECEIVING,19736591567,,,,12014584196,,http://www.facebook.com/pages/,,,50,10000000,CONSTRUCTION,+19737481110,garage_door
Bloomfield Overhead Door Repair Inc,Bloomfield Overhead Door Repair,Garage door supplier,Garage door supplier,+1 973-860-3001,,,http://bloomfieldoverheaddoorrepair.com/,"99 N Spring St, Bloomfield, NJ 07003",99 N Spring St,Bloomfield,NJ,07003,5,17,True,,,,,,,,,19738603001,,,,,,,,,,,,+19738603001,garage_door
Flowering Garage Door Repair,Flowering Garage Door Repair,Garage door supplier,Garage door supplier,+1 201-654-0055,,,,"1630 Anderson Ave, Fort Lee, NJ 07024",1630 Anderson Ave,Fort Lee,NJ,07024,5,13,True,,,,,,,,,,,,,,,,,,,,,+12016540055,garage_door
Elizabeth Garage Door Repair,Elizabeth Garage Door Repair,Garage door supplier,Garage door supplier,+1 908-560-5955,,,,"1000 Elizabeth Ave suite b, Elizabeth, NJ 07201",1000 Elizabeth Ave suite b,Elizabeth,NJ,07201,4.9,25,True,,,,,,,,,,,,,,,,,,,,,+19085605955,garage_door
MJ United Garage Doors,Mj United Garage Doors,Garage door supplier,Garage door supplier,+1 201-312-1352,,,https://mjunitedgaragedoor.com/,"1050 Main St suit 203, Paterson, NJ 07503",1050 Main St suit 203,Paterson,NJ,07503,5,47,True,info@mjunitedgaragedoor.com,RECEIVING,,,,,sales@mjunitedgaragedoor.com,INVALID,12013121352,,,,,,,,,,,,+12013121352,garage_door
"MINER Docks, Doors, and More",Miner Docks Doors And More,"Garage door supplier, Garage builder",Garage door supplier,+1 908-624-1234,person,Paul Joseph Lasky,http://www.njdoorworks.com/,"689 Ramsey Ave, Hillside, NJ 07205",689 Ramsey Ave,Hillside,NJ,07205,4.7,121,True,iam2001@verizon.net,INVALID,Lori Meyers,Lori,Meyers,Office,ryan@questige.com,INVALID,19086241234,person,Paul Joseph Lasky,,9086241234,person,https://www.facebook.com/NJDoorWorks,,https://www.linkedin.com/company/new-jersey-door-works,200,1000000,CONSTRUCTION,+19086241234,garage_door
Clark NJ Garage Do’or Repair Rex Handyman,Clark Nj Garage Do’Or Repair Rex Handyman,Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,+1 856-420-6435,,,,"101 Walnut Ave, Clark, NJ 07066",101 Walnut Ave,Clark,NJ,07066,5,3,False,,,,,,,,,,,,,,,,,,,,,+18564206435,garage_door
"Door Works, Inc.",Door Works,"Garage door supplier, Repair service",Garage door supplier,+1 201-794-1234,person,Christine Minkyung Park,http://www.doorworks.com/,"10 Bushes Ln, Elmwood Park, NJ 07407",10 Bushes Ln,Elmwood Park,NJ,07407,4.8,275,True,michael@doorworks.com,INVALID,Michael Fallon,Michael,Fallon,,arwen@doorworks.com,RECEIVING,12017941234,person,Christine Minkyung Park,,,,http://facebook.com/doorpro,,http://www.linkedin.com/company/9043749,50,1000000,CONSTRUCTION,+12017941234,garage_door
NYC Overhead Doors,Nyc Overhead Doors,Garage door supplier,Garage door supplier,+1 908-333-4800,,,https://garagedoorsclark.com/,"67 Walnut Ave ste 267, Clark, NJ 07066",67 Walnut Ave ste 267,Clark,NJ,07066,4.6,42,True,,,,,,,,,9083334800,,,,,,,,https://www.linkedin.com/company/nyc-overhead-doors/,,,,+19083334800,garage_door
Welborn Garage Door Repair,Welborn Garage Door Repair,"Garage door supplier, Fence contractor, Repair service",Garage door supplier,+1 972-265-6378,,,https://callwelborngarage.com/garage-door-repair-mckinney/,"6401 Eldorado Pkwy STE 107, McKinney, TX 75070",6401 Eldorado Pkwy STE 107,McKinney,TX,75070,5,613,True,customercaremanager@welborndoors.com,RECEIVING,,,,,forms@welborndoors.com,RECEIVING,2148657512,,,,2148657512,,,,,,,,+19722656378,garage_door
"Axis Garage Doors, LLC",Axis Garage Doors,Garage door supplier,Garage door supplier,+1 469-545-0453,,,https://www.axisgaragedoorstx.com/,"509 Indian Creek, Anna, TX 75409",509 Indian Creek,Anna,TX,75409,5,26,True,,,,,,,,,4695450453,,,,,,,,,,,,+14695450453,garage_door
Milestone Overhead Door L.L.C.,Milestone Overhead Door L L C,Garage door supplier,Garage door supplier,+1 972-800-0778,,,http://www.ntxdoor.com/,"105A S Ballard Ave, Wylie, TX 75098",105A S Ballard Ave,Wylie,TX,75098,4.9,32,True,miles@milestoneohd.com,INVALID,,,,,,,9728000778,,,,,,https://www.facebook.com/milestoneohd/,,,,,,+19728000778,garage_door
Guardian Garage Doors,Guardian Garage Doors,"Garage door supplier, Service establishment",Garage door supplier,+1 903-274-2414,business,Guardian Garage Doors,https://guardiangaragedoor.com/,,,,,,5,2,True,micah@micahrich.com,RECEIVING,,,,,sales@guardiangaragedoor.com,RECEIVING,9032742414,business,Guardian Garage Doors,,,,https://www.facebook.com/guardiangaragedoor,,,10,1000000,,+19032742414,garage_door
Savvy Garage Door and Repair,Savvy Garage Door And Repair,Garage door supplier,Garage door supplier,+1 972-800-0308,,,https://savvygaragedoor.com/,"1201 N Central Expy suite 3, floor 1, Plano, TX 75075","1201 N Central Expy suite 3, floor 1",Plano,TX,75075,4.9,289,True,office@savvygaragedoor.com,RECEIVING,,,,,,,9728000308,,,,2147919334,,,,,,,,+19728000308,garage_door
Ontrak garage doors,Ontrak Garage Doors,"Garage door supplier, Service establishment, Garage builder",Garage builder,+1 908-926-2788,,,https://ontraknj.com/,,,,,,4.9,45,True,info@ontraknj.com,RECEIVING,,,,,ontraknj@gmail.com,RECEIVING,9089262788,,,,,,https://www.facebook.com/ontraknj,https://www.instagram.com/ontraknj,,,,,+19089262788,garage_door
American Overhead Garage Door Repair,American Overhead Garage Door Repair,Garage door supplier,Garage door supplier,+1 469-551-8279,,,https://www.americanoverheadgaragedoorrepair.com/,"695 Main St #200, Lavon, TX 75166",695 Main St #200,Lavon,TX,75166,5,57,True,info@americanoverheadgaragedoorrepair.com,INVALID,,,,,imperialogdr@gmail.com,RECEIVING,14695518279,,,,,,,https://www.instagram.com/americanoverheadgaragedoor,https://www.linkedin.com/company/american-overhead-garage-door-repair,,,,+14695518279,garage_door
Hudson Rollup Door & Iron Work,Hudson Rollup Door And Iron Work,Door supplier,Door supplier,+1 201-200-1048,person,Whilma G Lapinig,,"1064 Garfield Ave, Jersey City, NJ 07304",1064 Garfield Ave,Jersey City,NJ,07304,4.5,4,False,,,,,,,,,,,,,,,,,,,,,+12012001048,garage_door
Ellis Overhead Doors,Ellis Overhead Doors,Garage door supplier,Garage door supplier,+1 903-414-5179,,,http://www.epoverheaddoors.com/,"203 Bear Rd Unit 13, Van Alstyne, TX 75495",203 Bear Rd Unit 13,Van Alstyne,TX,75495,4.9,153,True,sam@epoverheaddoors.com,RECEIVING,,,,,marketing.epoverheaddoors@gmail.com,RECEIVING,19037181588,,,,9037181588,,https://www.facebook.com/ellisparrishoverheaddoors/about_contact_and_basic_info/,,,,,,+19034145179,garage_door
Anna's Best Garage & Overhead Doors,Annas Best Garage And Overhead Doors,Garage door supplier,Garage door supplier,+1 469-694-2469,,,http://annatxgaragedoor.com/,"1009 Mathew Dr, Anna, TX 75409",1009 Mathew Dr,Anna,TX,75409,4.9,30,True,reachus@graysoncountygaragedoor.com,INVALID,,,,,,,9729450859,,,,,,https://www.facebook.com/graysoncountygaragedoorrepair/,,,,,CONSTRUCTION,+14696942469,garage_door
Overhead Door Company of Collin County™,Overhead Door Company Of Collin County™,"Garage door supplier, Garage builder",Garage door supplier,+1 469-342-4424,,,https://dallasdoors.com/the-overhead-door-company-of-collin-county/,"13 Prestige Cir #150, Allen, TX 75002",13 Prestige Cir #150,Allen,TX,75002,5,1,True,codia@dallasdoors.com,INVALID,Cristen Odian,Cristen,Odian,Health Policy Manager,dmiri@dallasdoors.com,INVALID,19724167100,person,Denise K Fowler,,14696597100,,https://www.facebook.com/DFWs-Overhead-Door-Group-162543842214663,,https://www.linkedin.com/company/overhead-door-company-of-dallas,10,50000000,CONSTRUCTION,+14693424424,garage_door
"Loading Dock, Inc. | Overhead Door Inc.",Loading Dock Inc | Overhead Door,"Garage door supplier, Door supplier, Door warehouse, Industrial equipment supplier",Garage door supplier,+1 973-471-4060,person,Ranee J Patel,http://www.loadingdock.com/,"20 Meta Ln, Lodi, NJ 07644",20 Meta Ln,Lodi,NJ,07644,4,4,True,ranee@dockndoor.com,RECEIVING,Ranee Patel,Ranee,Patel,,info@dockndoor.com,RECEIVING,9734714060,person,Ranee J Patel,,2128683667,person,https://www.facebook.com/dockndoor,https://www.instagram.com/loadingdockinc,http://www.linkedin.com/company/8819135,200,50000000,,+19734714060,garage_door
Overhead Garage Doors of NJ,Overhead Garage Doors Of Nj,"Garage door supplier, Contractor, Door supplier, Garage builder, Spring supplier",Garage door supplier,+1 908-627-5226,business,Overhead Garage Doors,https://overheadgaragedoorsnj.com/,"53 Sturgis Rd, Edison, NJ 08817",53 Sturgis Rd,Edison,NJ,08817,4.9,623,True,overheadgaragedoorsnj@gmail.com,RECEIVING,,,,,,,19086275226,business,Overhead Garage Doors,,9086275226,business,,,,,,,+19086275226,garage_door
