First Name,Last Name,Company Name,Phone,Email,Address,City,State,Postal Code,Website,Tags
Jareds,Garages,Jared's Garages,+19728535400,,501 E Princeton Dr Suite 120,Princeton,TX,75407.0,https://garagedoorsprinceton.com/,"garage-door-campaign,human-led-ai,dfw"
Premium,Garage Door Repair,Premium Garage Door Repair,+19035056445,,617 Springtown Rd,Van Alstyne,TX,75495.0,https://premiumgaragedoorrepair.net/van-alstyne/%3Futm_campaign%3Dgoogle%26utm_medium%3Dorganic%26utm_source%3Dgoogle_business_profile,"garage-door-campaign,human-led-ai,dfw"
Annas,Best Garage And Overhead Doors,Anna's Best Garage & Overhead Doors,+14696942469,,1009 Mathew Dr,Anna,TX,75409.0,http://annatxgaragedoor.com/,"garage-door-campaign,human-led-ai,dfw"
Milestone,Overhead Door L L C,Milestone Overhead Door L.L.C.,+19728000778,,105A S Ballard Ave,Wylie,TX,75098.0,http://www.ntxdoor.com/,"garage-door-campaign,human-led-ai,dfw"
Axis,Garage Doors,"Axis Garage Doors, LLC",+14695450453,,509 Indian Creek,Anna,TX,75409.0,https://www.axisgaragedoorstx.com/,"garage-door-campaign,human-led-ai,dfw"
Nyc,Overhead Doors,NYC Overhead Doors,+19083334800,,67 Walnut Ave ste 267,Clark,NJ,7066.0,https://garagedoorsclark.com/,"garage-door-campaign,human-led-ai,dfw"
Skillman,Doors,"Skillman Doors, LLC",+19737481110,,54 Berkeley Pl,Bloomfield,NJ,7003.0,http://skillmandoors.com/,"garage-door-campaign,human-led-ai,dfw"
Rockwall,Garage Door,ROCKWALL GARAGE DOOR,+19727713134,,1309 Smirl Dr,Rockwall,TX,75032.0,http://rockwallgaragedoor.com/,"garage-door-campaign,human-led-ai,dfw"
Supreme,Garage Door Repair,Supreme Garage Door Repair,+19727369854,,407 N New Mexico Dr Suite 130,Celina,TX,75009.0,https://www.supremegaragedoortx.com/garage-door-repair-celina-tx/,"garage-door-campaign,human-led-ai,dfw"
Imperial,Overhead Garage Door Repair,Imperial Overhead Garage Door Repair,+14699566391,,10231 Co Rd 670,Blue Ridge,TX,75424.0,https://imperialgaragedoorrepair.com/garage-door-repair-blue-ridge-tx/,"garage-door-campaign,human-led-ai,dfw"
Coreys,Garage Door Repair,Corey's Garage Door Repair,+19728330050,,1300 W Audie Murphy Pkwy Suite 408,Farmersville,TX,75442.0,https://farmersvillegaragedoors.com/,"garage-door-campaign,human-led-ai,dfw"
Bloomfield,Overhead Door Repair,Bloomfield Overhead Door Repair Inc,+19738603001,,99 N Spring St,Bloomfield,NJ,7003.0,http://bloomfieldoverheaddoorrepair.com/,"garage-door-campaign,human-led-ai,dfw"
Overhead,Door Company Of Collin County™,Overhead Door Company of Collin County™,+14693424424,,13 Prestige Cir #150,Allen,TX,75002.0,https://dallasdoors.com/the-overhead-door-company-of-collin-county/,"garage-door-campaign,human-led-ai,dfw"
Jersey,City Garage Door Repair,Jersey City Garage Door Repair,+12017401100,,600 Pavonia Ave Suite 302,Jersey City,NJ,7306.0,https://jerseycityoverheaddoors.com/,"garage-door-campaign,human-led-ai,dfw"
Farmersville,Overhead Door,Farmersville Overhead Door,+12147330575,,,,,,http://farmersvilleohd.com/,"garage-door-campaign,human-led-ai,dfw"
Loading,Dock Inc | Overhead Door,"Loading Dock, Inc. | Overhead Door Inc.",+19734714060,,20 Meta Ln,Lodi,NJ,7644.0,http://www.loadingdock.com/,"garage-door-campaign,human-led-ai,dfw"
Mercer,Garage Door Repair,Mercer Garage Door Repair,+16092158753,,23 NJ-31 Suite F-15,Pennington,NJ,8534.0,,"garage-door-campaign,human-led-ai,dfw"
M,And C Garage Door Repair North Bergen,M&C Garage Door Repair North Bergen,+15513602343,,513 78th St,North Bergen,NJ,7047.0,,"garage-door-campaign,human-led-ai,dfw"
E,And W Garage Door Repair Edgewater,E&W Garage Door Repair Edgewater,+12015349111,,780 River Rd,Edgewater,NJ,7020.0,,"garage-door-campaign,human-led-ai,dfw"
Elizabeth,Garage Door Repair,Elizabeth Garage Door Repair,+19085605955,,1000 Elizabeth Ave suite b,Elizabeth,NJ,7201.0,,"garage-door-campaign,human-led-ai,dfw"
Flowering,Garage Door Repair,Flowering Garage Door Repair,+12016540055,,1630 Anderson Ave,Fort Lee,NJ,7024.0,,"garage-door-campaign,human-led-ai,dfw"
Clark,Nj Garage Do’Or Repair Rex Handyman,Clark NJ Garage Do’or Repair Rex Handyman,+18564206435,,101 Walnut Ave,Clark,NJ,7066.0,,"garage-door-campaign,human-led-ai,dfw"
Hudson,Rollup Door And Iron Work,Hudson Rollup Door & Iron Work,+12012001048,,1064 Garfield Ave,Jersey City,NJ,7304.0,,"garage-door-campaign,human-led-ai,dfw"
