about,address,area_service,booking_appointment_link,business_status,category,cid,city,company_insights.address,company_insights.city,company_insights.country,company_insights.description,company_insights.employees,company_insights.facebook_company_page,company_insights.founded_year,company_insights.industry,company_insights.is_public,company_insights.linkedin_bio,company_insights.linkedin_company_page,company_insights.name,company_insights.phone,company_insights.phone.phones_enricher.carrier_name,company_insights.phone.phones_enricher.carrier_type,company_insights.revenue,company_insights.state,company_insights.timezone,company_insights.twitter_handle,company_insights.zip,country,country_code,county,description,google_id,h3,kgmid,latitude,located_google_id,located_in,location_link,location_reviews_link,logo,longitude,menu_link,name,name_for_emails,order_links,other_hours,owner_id,owner_link,owner_title,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,photo,photos_count,place_id,plus_code,popular_times,postal_code,posts,prices,query,range,rating,reservation_links,reviews,reviews_id,reviews_link,reviews_per_score,reviews_tags,state,state_code,street,street_view,subtypes,time_zone,type,typical_time_spent,verified,website,working_hours,working_hours_csv_compatible
{},"404 Normandy Ln, Heath, TX 75032",False,,OPERATIONAL,,17820762927760758179,Heath,,,,,,,,,,,,Blackhawkcoatings,,,,,,,,,United States of America,US,,,0x62ff49874c365e69:0xf7501176dfa155a3,8926c82eacbffff,/g/11tcql9yz_,32.8334052,,,"https://www.google.com/maps/place/Blackhawk+Concrete+Coatings/@32.8334052,-96.4754679,14z/data=!4m8!1m2!2m1!1sBlackhawk+Concrete+Coatings!3m4!1s0x62ff49874c365e69:0xf7501176dfa155a3!8m2!3d32.8334052!4d-96.4754679","https://www.google.com/maps/place/Blackhawk+Concrete+Coatings/@32.8334052,-96.4754679,13.99z/data=!4m16!1m7!3m6!1s0x62ff49874c365e69:0xf7501176dfa155a3!2sBlackhawk+Concrete+Coatings!8m2!3d32.8334052!4d-96.4754679!16s%2Fg%2F11ckvg1dmb!3m7!1s0x62ff49874c365e69:0xf7501176dfa155a3!8m2!3d32.8334052!4d-96.4754679!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-xI3FmOX31gI/AAAAAAAAAAI/AAAAAAAAAAA/g3PGfKqK6Gk/s44-p-k-no-ns-nd/photo.jpg,-96.4754679,,Blackhawk Concrete Coatings,Blackhawk Concrete Coatings,,,102242448998970466913,https://www.google.com/maps/contrib/102242448998970466913,Blackhawk Concrete Coatings,+1 469-214-6510,Onvoy,landline,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqbnYW72WgH9bFIvFc1j8CIwv3zVPAkwcK5eILEX5_BcyKhAxzB-7GX9PvldM8cxxFsYCsQlhVWVCr4xWbwTJnq-pnXgTo21M5ndqscEGzp6EySMxXFC_JkHDQQ6rzUlALya_8wnQ=w800-h500-k-no,19,ChIJaV42TIdJ_2IRo1Wh33YRUPc,,,75032,,,"Epoxy floor coating near Rockwall, TX",,4.9,,,,,,,Texas,TX,404 Normandy Ln,,Concrete contractor,America/Chicago,Concrete contractor,,True,http://www.blackhawkcoatings.com/,{'Wednesday': ['6AM-6PM']},"Wednesday,6AM,6PM"
{},"2717 War Admiral St, Celina, TX 75009",False,,OPERATIONAL,,3524202185838814256,Celina,245 West Carl Karcher Way,Anaheim,United States,"GarageExperts is a national company where you can find custom epoxy floors, cabinetry, and slatwall systems to create a functional, beautiful garage.",200.0,https://facebook.com/garageexperts,2009.0,CONSTRUCTION,False,"GarageExperts is a national company where you can find custom epoxy floors, cabinetry, and slatwall systems to create a functional, beautiful garage.",https://www.linkedin.com/company/garageexperts,GarageExperts,4077483625,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,10000000.0,CA,America/Los_Angeles,DarinSipe,95825,United States of America,US,,,0x6dfefec9ea33059b:0x30e87b374b93e430,8926c80e4a3ffff,/g/11ym06j202,33.2810382,,,"https://www.google.com/maps/place/GarageExperts+of+Prosper/@33.2810382,-96.74041559999999,14z/data=!4m8!1m2!2m1!1sGarageExperts+of+Prosper!3m4!1s0x6dfefec9ea33059b:0x30e87b374b93e430!8m2!3d33.2810382!4d-96.74041559999999","https://www.google.com/maps/place/GarageExperts+of+Prosper/@33.2810382,-96.74041559999999,13.99z/data=!4m16!1m7!3m6!1s0x6dfefec9ea33059b:0x30e87b374b93e430!2sGarageExperts+of+Prosper!8m2!3d33.2810382!4d-96.74041559999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x6dfefec9ea33059b:0x30e87b374b93e430!8m2!3d33.2810382!4d-96.74041559999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-y24SRvQGGyU/AAAAAAAAAAI/AAAAAAAAAAA/ZoUo31xVvYk/s44-p-k-no-ns-nd/photo.jpg,-96.74041559999999,,GarageExperts of Prosper,Garageexperts Of Prosper,,,107995432311766702006,https://www.google.com/maps/contrib/107995432311766702006,GarageExperts of Prosper,+1 469-224-9209,Onvoy,landline,https://lh3.googleusercontent.com/p/AF1QipOb9S9j1a2BdCQLpYsYAwHM7t1Zrkt8xojH_HEj=w800-h500-k-no,29,ChIJmwUz6sn-_m0RMOSTSzd76DA,,,75009,,,"Epoxy floor coating near Rockwall, TX",,5.0,,,,,,,Texas,TX,2717 War Admiral St,,Flooring contractor,America/Chicago,Flooring contractor,,True,https://www.garageexperts.com/prosper/,{'Wednesday': ['Open 24 hours']},
{},"7101 Custer Rd, Frisco, TX 75035",False,,OPERATIONAL,,13274619577166769086,Frisco,835 Herbert Road,Memphis,United States,"rioepoxyflooring.com specializes in providing durable and customizable epoxy coatings for various surfaces, offering personalized design sessions and professional installation services to enhance the aesthetic and functionality of flooring in Austin.",,,,RETAIL,False,"rioepoxyflooring.com specializes in providing durable and customizable epoxy coatings for various surfaces, offering personalized design sessions and professional installation services to enhance the aesthetic and functionality of flooring in Austin.",,Rio Epoxy Flooring,+1 737-307-1888,,landline,,TN,America/Chicago,,38018,United States of America,US,,,0x864c17182f390be5:0xb838ec2c6978abbe,8926c80c947ffff,/g/11x8hr5txv,33.1334409,,,"https://www.google.com/maps/place/Rio+Epoxy+Flooring+DFW/@33.1334409,-96.7327395,14z/data=!4m8!1m2!2m1!1sRio+Epoxy+Flooring+DFW!3m4!1s0x864c17182f390be5:0xb838ec2c6978abbe!8m2!3d33.1334409!4d-96.7327395","https://www.google.com/maps/place/Rio+Epoxy+Flooring+DFW/@33.1334409,-96.7327395,13.99z/data=!4m16!1m7!3m6!1s0x864c17182f390be5:0xb838ec2c6978abbe!2sRio+Epoxy+Flooring+DFW!8m2!3d33.1334409!4d-96.7327395!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c17182f390be5:0xb838ec2c6978abbe!8m2!3d33.1334409!4d-96.7327395!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-PR3TMnxfHyc/AAAAAAAAAAI/AAAAAAAAAAA/5V3wll6ShYM/s44-p-k-no-ns-nd/photo.jpg,-96.7327395,,Rio Epoxy Flooring DFW,Rio Epoxy Flooring Dfw,,,115805651855033663719,https://www.google.com/maps/contrib/115805651855033663719,Rio Epoxy Flooring DFW,+1 469-699-5354,,landline,https://lh3.googleusercontent.com/p/AF1QipMZChACchdDeY2FKp-5sBX_EVeHBTwomZ8dfKd8=w800-h500-k-no,119,ChIJ5Qs5LxgXTIYRvqt4aSzsOLg,,,75035,,,"Epoxy floor coating near Rockwall, TX",,5.0,,,,,,,Texas,TX,7101 Custer Rd,,Flooring contractor,America/Chicago,Flooring contractor,,True,http://rioepoxyflooring.com/,{'Wednesday': ['8AM-6PM']},"Wednesday,8AM,6PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"2734 W Kingsley Rd J2, Garland, TX 75041",False,,OPERATIONAL,,11050119580096342449,Garland,718 Lingco Drive,Richardson,United States,"Decorative Concrete & Concrete Floors Systems in Dallas TX since 2005! Residential Commercial Industrial - polished concrete, epoxy coatings, metallic epoxy, stained concrete, stone floors, interior design, exterior concrete, modern floors, outdoor con...",10.0,https://facebook.com/floorrescue,2005.0,CONSTRUCTION,False,"Decorative Concrete & Concrete Floors Systems in Dallas TX since 2005! Residential Commercial Industrial - polished concrete, epoxy coatings, metallic epoxy, stained concrete, stone floors, interior design, exterior concrete, modern floors, outdoor con...",https://www.linkedin.com/company/floorrescue,FloorRescue,+1 972-293-4343,"IP HORIZON, LLC",voip,1000000.0,TX,America/Chicago,FloorRescue13,75081,United States of America,US,,,0x864c1f77e758b6f5:0x9959e936493b29b1,8926c829997ffff,/g/1232kkynf,32.8779983,,,"https://www.google.com/maps/place/F+l+o+o+r+R+e+s+c+u+e/@32.8779983,-96.6690521,14z/data=!4m8!1m2!2m1!1sF+l+o+o+r+R+e+s+c+u+e!3m4!1s0x864c1f77e758b6f5:0x9959e936493b29b1!8m2!3d32.8779983!4d-96.6690521","https://www.google.com/maps/place/F+l+o+o+r+R+e+s+c+u+e/@32.8779983,-96.6690521,13.99z/data=!4m16!1m7!3m6!1s0x864c1f77e758b6f5:0x9959e936493b29b1!2sF+l+o+o+r+R+e+s+c+u+e!8m2!3d32.8779983!4d-96.6690521!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c1f77e758b6f5:0x9959e936493b29b1!8m2!3d32.8779983!4d-96.6690521!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-mI-_AO7lqqo/AAAAAAAAAAI/AAAAAAAAAAA/3CglLqQLlC0/s44-p-k-no-ns-nd/photo.jpg,-96.6690521,,F l o o r R e s c u e,F L O O R R E S C U E,,,107405372292664917393,https://www.google.com/maps/contrib/107405372292664917393,F l o o r R e s c u e,+1 972-293-4343,"IP HORIZON, LLC",voip,https://lh3.googleusercontent.com/p/AF1QipNCzag3_f5LUs4mcJsGU9pRkXITMRx60CXdBFvd=w800-h500-k-no,1322,ChIJ9bZY53cfTIYRsSk7STbpWZk,,,75041,,,"Epoxy floor coating near Rockwall, TX",,4.8,,,,,,,Texas,TX,2734 W Kingsley Rd J2,,"Flooring contractor, Floor refinishing service, Concrete contractor, Masonry contractor",America/Chicago,Flooring contractor,,True,http://floorrescue.com/,{'Wednesday': ['8AM-5PM']},"Wednesday,8AM,5PM"
"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}","2845 Ridge Rd #207, Rockwall, TX 75032",False,,OPERATIONAL,,1096015132961924259,Rockwall,3021 Ridge Road,Rockwall,United States,"PK Floors Plus is a local and trusted flooring store, remodeler, and contractor in Rockwall, TX. We specialize in the installation of laminate, vinyl, and wood flooring. In addition to flooring, we also offer services for cabinet color selection, backs...",10.0,,,CONSTRUCTION,False,"PK Floors Plus is a local and trusted flooring store, remodeler, and contractor in Rockwall, TX. We specialize in the installation of laminate, vinyl, and wood flooring. In addition to flooring, we also offer services for cabinet color selection, backs...",https://www.linkedin.com/company/pk's-floor-usa-llc,PK Floors,6144038247,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - OH,mobile,1000000.0,TX,America/Chicago,,75032,United States of America,US,,"Flooring specialist offering slate, tile, marble, hardwood & more, plus granite countertops.",0x864eaa6b6b386a7f:0xf35d3f4dca5e4a3,8926c82e0b3ffff,/g/1tgs1bpc,32.893516,,,"https://www.google.com/maps/place/PK+Floors+Plus+Design+%26+Remodel/@32.893516,-96.470288,14z/data=!4m8!1m2!2m1!1sPK+Floors+Plus+Design+%26+Remodel!3m4!1s0x864eaa6b6b386a7f:0xf35d3f4dca5e4a3!8m2!3d32.893516!4d-96.470288","https://www.google.com/maps/place/PK+Floors+Plus+Design+%26+Remodel/@32.893516,-96.470288,13.99z/data=!4m16!1m7!3m6!1s0x864eaa6b6b386a7f:0xf35d3f4dca5e4a3!2sPK+Floors+Plus+Design+%26+Remodel!8m2!3d32.893516!4d-96.470288!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864eaa6b6b386a7f:0xf35d3f4dca5e4a3!8m2!3d32.893516!4d-96.470288!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-1ZxZ49x-3l4/AAAAAAAAAAI/AAAAAAAAAAA/mF72JA3eMl8/s44-p-k-no-ns-nd/photo.jpg,-96.470288,,PK Floors Plus Design & Remodel,Pk Floors Plus Design And Remodel,,,116850947570850046837,https://www.google.com/maps/contrib/116850947570850046837,PK Floors Plus Design & Remodel,+1 469-960-3768,,landline,https://lh3.googleusercontent.com/p/AF1QipM4jMQKIR1hfXow-0zZkbEpcLXweThJ70dqf6Ah=w800-h500-k-no,223,ChIJf2o4a2uqToYRo-Sl3PTTNQ8,,,75032,,,"Epoxy floor coating near Rockwall, TX",,4.8,,,,,,,Texas,TX,2845 Ridge Rd #207,,"Flooring contractor, Bathroom remodeler, Carpet store, Floor refinishing service, Flooring store, Kitchen remodeler, Tile contractor, Tile store, Wood and laminate flooring supplier, Wood floor installation service",America/Chicago,Flooring contractor,,True,https://pkfloors.com/%3Futm_source%3Dlocal%26utm_medium%3Dorganic-web-rtx%26utm_campaign%3Dgmb,{'Wednesday': ['9AM-6PM']},"Wednesday,9AM,6PM"
{},"700 Harvest Dr, McKinney, TX 75072",False,,OPERATIONAL,,12862965826280554361,McKinney,200 North Tryon Street,Charlotte,United States,"We put people first & help small businesses grow! Townsquare Interactive is a digital marketing company focused on web design, local SEO, social media & more.",1000.0,https://facebook.com/townsquareinteractive,2012.0,,False,"We put people first & help small businesses grow! Townsquare Interactive is a digital marketing company focused on web design, local SEO, social media & more.",https://www.linkedin.com/company/townsquare-interactive,Townsquare Next LLC,4696931017,T-Mobile USA Inc.,mobile,,NC,America/New_York,TS_Interactive,28202,United States of America,US,,Time-tested store showcasing a wide range of colorful flooring options.,0x864c15b4497a469f:0xb2826f44a170ff79,8926c80e913ffff,/g/1tm69b5b,33.193627899999996,,,"https://www.google.com/maps/place/Epoxy+Floored/@33.193627899999996,-96.6946822,14z/data=!4m8!1m2!2m1!1sEpoxy+Floored!3m4!1s0x864c15b4497a469f:0xb2826f44a170ff79!8m2!3d33.193627899999996!4d-96.6946822","https://www.google.com/maps/place/Epoxy+Floored/@33.193627899999996,-96.6946822,13.99z/data=!4m16!1m7!3m6!1s0x864c15b4497a469f:0xb2826f44a170ff79!2sEpoxy+Floored!8m2!3d33.193627899999996!4d-96.6946822!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c15b4497a469f:0xb2826f44a170ff79!8m2!3d33.193627899999996!4d-96.6946822!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-DJQPJiN7Fy4/AAAAAAAAAAI/AAAAAAAAAAA/Vgu8S7V4LWs/s44-p-k-no-ns-nd/photo.jpg,-96.6946822,,Epoxy Floored,Epoxy Floored,,,112015735815457580494,https://www.google.com/maps/contrib/112015735815457580494,Epoxy Floored,+1 469-693-1017,T-Mobile USA Inc.,mobile,https://lh3.googleusercontent.com/p/AF1QipN-RB0bYOs-WOdIwjh8vd5IXFz6pYW_CzH9OWxc=w800-h500-k-no,75,ChIJn0Z6SbQVTIYRef9woURvgrI,,,75072,,,"Epoxy floor coating near Rockwall, TX",,5.0,,,,,,,Texas,TX,700 Harvest Dr,,"Flooring contractor, Contractor, Floor refinishing service, Flooring store, Paving contractor",America/Chicago,Flooring contractor,,True,https://epoxyfloored.com/,{'Wednesday': ['7AM-5PM']},"Wednesday,7AM,5PM"
{},"2736 Market St, Garland, TX 75041",False,,OPERATIONAL,,271028893622580684,Garland,2736 Market Street,Garland,United States,"Industrial Flooring offers a wide range of flooring and wall systems, suitable for any Industrial, Commercial or Food/Beverage Application and customized your facility.",,,,CONSTRUCTION,False,"Industrial Flooring offers a wide range of flooring and wall systems, suitable for any Industrial, Commercial or Food/Beverage Application and customized your facility.",,Industrial Flooring,+1 972-271-3412,,landline,,TX,America/Chicago,,75041,United States of America,US,,,0x864ea0b40ea0a53d:0x3c2e357c03db5cc,8926c829d2fffff,/g/1tf65wzt,32.883997,,,"https://www.google.com/maps/place/Industrial+Flooring+Services/@32.883997,-96.66756749999999,14z/data=!4m8!1m2!2m1!1sIndustrial+Flooring+Services!3m4!1s0x864ea0b40ea0a53d:0x3c2e357c03db5cc!8m2!3d32.883997!4d-96.66756749999999","https://www.google.com/maps/place/Industrial+Flooring+Services/@32.883997,-96.66756749999999,13.99z/data=!4m16!1m7!3m6!1s0x864ea0b40ea0a53d:0x3c2e357c03db5cc!2sIndustrial+Flooring+Services!8m2!3d32.883997!4d-96.66756749999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864ea0b40ea0a53d:0x3c2e357c03db5cc!8m2!3d32.883997!4d-96.66756749999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-p0-K0nj6c2Q/AAAAAAAAAAI/AAAAAAAAAAA/Hj3022ctHMM/s44-p-k-no-ns-nd/photo.jpg,-96.66756749999999,,Industrial Flooring Services,Industrial Flooring Services,,,118039221858485286403,https://www.google.com/maps/contrib/118039221858485286403,Industrial Flooring Services,+1 972-271-3412,,landline,https://lh3.googleusercontent.com/p/AF1QipNP33M2S7mmN8-hpwSk_WFYBUJHQ0PrmXuDsUZ0=w800-h500-k-no,2,ChIJPaWgDrSgToYRzLU9wFfjwgM,,,75041,,,"Epoxy floor coating near Garland, TX",,4.8,,,,,,,Texas,TX,2736 Market St,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pfHUO6gOtR5C5FDu3fw12g&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=91.99151&pitch=0&thumbfov=100,Flooring contractor,America/Chicago,Flooring contractor,,True,http://industrialflooringservices.com/,{'Thursday': ['8AM-5PM']},"Thursday,8AM,5PM"
{},"18810 Preston Rd B, Dallas, TX 75252",False,,OPERATIONAL,,12393522226892481968,Dallas,4006 Belt Line Road,Addison,United States,"MyGarageFloors.com is the best polyaspartic garage floor coating company in DFW and Austin. They offer an online platform where customers can design their garage, get an instant price, and schedule installation within minutes. Their polyaspartic garage...",,,2022.0,CONSTRUCTION,False,"MyGarageFloors.com is the best polyaspartic garage floor coating company in DFW and Austin. They offer an online platform where customers can design their garage, get an instant price, and schedule installation within minutes. Their polyaspartic garage...",,MyGarageFloors.com,+1 469-990-9990,"T-MOBILE USA, INC.",mobile,,TX,America/Chicago,,75001,United States of America,US,Far North Dallas,,0x864c2314b99870b7:0xabfea2cd39d5a5b0,8926c874e17ffff,/g/11grvcpf3v,33.006674499999995,,,"https://www.google.com/maps/place/MyGarageFloors.com+-+Garage+Floors+Coating+Dallas/@33.006674499999995,-96.7949814,14z/data=!4m8!1m2!2m1!1sMyGarageFloors.com+-+Garage+Floors+Coating+Dallas!3m4!1s0x864c2314b99870b7:0xabfea2cd39d5a5b0!8m2!3d33.006674499999995!4d-96.7949814","https://www.google.com/maps/place/MyGarageFloors.com+-+Garage+Floors+Coating+Dallas/@33.006674499999995,-96.7949814,13.99z/data=!4m16!1m7!3m6!1s0x864c2314b99870b7:0xabfea2cd39d5a5b0!2sMyGarageFloors.com+-+Garage+Floors+Coating+Dallas!8m2!3d33.006674499999995!4d-96.7949814!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c2314b99870b7:0xabfea2cd39d5a5b0!8m2!3d33.006674499999995!4d-96.7949814!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-3W0u1LlEGAQ/AAAAAAAAAAI/AAAAAAAAAAA/6q7vYmB0yCQ/s44-p-k-no-ns-nd/photo.jpg,-96.7949814,,MyGarageFloors.com - Garage Floors Coating Dallas,Mygaragefloors Com Garage Floors Coating Dallas,,,108846310053666140229,https://www.google.com/maps/contrib/108846310053666140229,MyGarageFloors.com - Garage Floors Coating Dallas,+1 469-990-9990,"T-MOBILE USA, INC.",mobile,https://lh3.googleusercontent.com/p/AF1QipOpXSZvWB4kpdpKFLbXKQErqKfKfQh8-MTIv1n-=w800-h500-k-no,94,ChIJt3CYuRQjTIYRsKXVOc2i_qs,,,75252,,,"Epoxy floor coating near Garland, TX",,5.0,,,,,,,Texas,TX,18810 Preston Rd B,,"Flooring contractor, Concrete contractor, Construction company, Floor refinishing service, Floor sanding and polishing service, General contractor, Remodeler",America/Chicago,Flooring contractor,,True,https://mygaragefloors.com/service-area/garage-floor-coating-dallas-tx/,{'Thursday': ['Open 24 hours']},
{'Accessibility': {'Wheelchair accessible entrance': True}},"6901 K Ave #100, Plano, TX 75074",False,,OPERATIONAL,,14448871283426636197,Plano,5760 Legacy Drive,Plano,United States,Epoxy flooring is on the rise because of its incredible versatility and impressive beauty. Find out more about our flooring services and garage organization solutions now.,,https://facebook.com/garagewerx,2012.0,,False,Epoxy flooring is on the rise because of its incredible versatility and impressive beauty. Find out more about our flooring services and garage organization solutions now.,,Garagewerx,+1 214-414-3949,"RCLEC, INC. - TX",landline,,TX,America/Chicago,,75024,United States of America,US,,,0x864c19dd2cef2cfb:0xc884b3e0fdfcb1a5,8926c839e83ffff,/g/11c3x0jw7b,33.068418699999995,,,"https://www.google.com/maps/place/Garagewerx+of+Texas/@33.068418699999995,-96.68698409999999,14z/data=!4m8!1m2!2m1!1sGaragewerx+of+Texas!3m4!1s0x864c19dd2cef2cfb:0xc884b3e0fdfcb1a5!8m2!3d33.068418699999995!4d-96.68698409999999","https://www.google.com/maps/place/Garagewerx+of+Texas/@33.068418699999995,-96.68698409999999,13.99z/data=!4m16!1m7!3m6!1s0x864c19dd2cef2cfb:0xc884b3e0fdfcb1a5!2sGaragewerx+of+Texas!8m2!3d33.068418699999995!4d-96.68698409999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c19dd2cef2cfb:0xc884b3e0fdfcb1a5!8m2!3d33.068418699999995!4d-96.68698409999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-kvgaCU3C85Y/AAAAAAAAAAI/AAAAAAAAAAA/fPkQJhs8cz4/s44-p-k-no-ns-nd/photo.jpg,-96.68698409999999,,Garagewerx of Texas,Garagewerx Of Texas,,,110949473227876458362,https://www.google.com/maps/contrib/110949473227876458362,Garagewerx of Texas,+1 214-414-3949,"RCLEC, INC. - TX",landline,https://lh3.googleusercontent.com/p/AF1QipNWvI4Xx8wFP6iT17U1vnlnqQZw6S_kP_2xtT_l=w800-h500-k-no,328,ChIJ-yzvLN0ZTIYRpbH8_eCzhMg,,,75074,,,"Epoxy floor coating near Garland, TX",,4.9,,,,,,,Texas,TX,6901 K Ave #100,,"Flooring contractor, Cabinet maker, Floor sanding and polishing service",America/Chicago,Flooring contractor,,True,http://www.garagewerx.com/,{'Thursday': ['8AM-4PM']},"Thursday,8AM,4PM"
"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}","1825 Summit Ave STE 204, Plano, TX 75074",False,,OPERATIONAL,,186529122553499949,Plano,,,,,,,,,,,,lifetime-coatings.com,,,,,,,,,United States of America,US,,,0x864e61785ed043db:0x296af3faa11112d,8926c82b5dbffff,/g/11vl56x5sk,33.0103831,,,"https://www.google.com/maps/place/Lifetime+Coatings/@33.0103831,-96.6857881,14z/data=!4m8!1m2!2m1!1sLifetime+Coatings!3m4!1s0x864e61785ed043db:0x296af3faa11112d!8m2!3d33.0103831!4d-96.6857881","https://www.google.com/maps/place/Lifetime+Coatings/@33.0103831,-96.6857881,13.99z/data=!4m16!1m7!3m6!1s0x864e61785ed043db:0x296af3faa11112d!2sLifetime+Coatings!8m2!3d33.0103831!4d-96.6857881!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864e61785ed043db:0x296af3faa11112d!8m2!3d33.0103831!4d-96.6857881!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-ZUB4sp-fCPQ/AAAAAAAAAAI/AAAAAAAAAAA/iAHtvv-jAMQ/s44-p-k-no-ns-nd/photo.jpg,-96.6857881,,Lifetime Coatings,Lifetime Coatings,,,117673726082403981788,https://www.google.com/maps/contrib/117673726082403981788,Lifetime Coatings,+1 972-391-7074,,landline,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-RnFdf1O_hqyAo60u6H4LrcvMEL-mH3oXS12R5CFunwIyDG6wR3mahKnXXsK8US6jcWcf02M9lZPU142r-071AjQ42kRJhJqHD2D7wGPpvzIfU5Jxpq_OSP0pJ9BjTRPsr-dqwQ=w800-h500-k-no,128,ChIJ20PQXnhhToYRLRERqj-vlgI,,,75074,,,"Epoxy floor coating near Garland, TX",,5.0,,,,,,,Texas,TX,1825 Summit Ave STE 204,,"Flooring contractor, Concrete contractor",America/Chicago,Flooring contractor,,True,https://www.lifetime-coatings.com/,{'Thursday': ['8AM-9PM']},"Thursday,8AM,9PM"
"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True, 'Wheelchair accessible restroom': True}}","13 Prestige Cir #120, Allen, TX 75002",False,,OPERATIONAL,,9022280005731499945,Allen,,,,"We offer a large variety of polished and decorative concrete solutions. We offer concrete grinding and repair equipment, epoxy and more!",,,,,False,"We offer a large variety of polished and decorative concrete solutions. We offer concrete grinding and repair equipment, epoxy and more!",,Xpsxpressdallas,,,,,,,,,United States of America,US,,,0x864c1714bfa91e4d:0x7d3593dcf5bc3fa9,8926c838253ffff,/g/11ssdzyzk3,33.0939232,,,"https://www.google.com/maps/place/XPS+Xpress+-+Dallas+Epoxy+Floor+Store/@33.0939232,-96.6732396,14z/data=!4m8!1m2!2m1!1sXPS+Xpress+-+Dallas+Epoxy+Floor+Store!3m4!1s0x864c1714bfa91e4d:0x7d3593dcf5bc3fa9!8m2!3d33.0939232!4d-96.6732396","https://www.google.com/maps/place/XPS+Xpress+-+Dallas+Epoxy+Floor+Store/@33.0939232,-96.6732396,13.99z/data=!4m16!1m7!3m6!1s0x864c1714bfa91e4d:0x7d3593dcf5bc3fa9!2sXPS+Xpress+-+Dallas+Epoxy+Floor+Store!8m2!3d33.0939232!4d-96.6732396!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c1714bfa91e4d:0x7d3593dcf5bc3fa9!8m2!3d33.0939232!4d-96.6732396!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-BH2V3uKqqeM/AAAAAAAAAAI/AAAAAAAAAAA/Q5SuWhB-9wI/s44-p-k-no-ns-nd/photo.jpg,-96.6732396,,XPS Xpress - Dallas Epoxy Floor Store,Xps Xpress Dallas Epoxy Floor Store,,[{'pickup': {'Thursday': '9\u202fAM-5\u202fPM'}}],113846423295647219673,https://www.google.com/maps/contrib/113846423295647219673,XPS Xpress - Dallas Epoxy Floor Store,+1 469-224-1057,,landline,https://lh3.googleusercontent.com/p/AF1QipPUnU_K0XIxiUYldMfZiJIkwaNsPX-AC1a2r4Ga=w800-h500-k-no,22,ChIJTR6pvxQXTIYRqT-89dyTNX0,,,75002,,,"Epoxy floor coating near Garland, TX",,5.0,,,,,,,Texas,TX,13 Prestige Cir #120,,"Powder coating service, Building materials supplier, Concrete product supplier, Construction equipment supplier, Hardware store, Industrial equipment supplier, Flooring store",America/Chicago,Powder coating service,,True,http://xpsxpressdallas.com/,{'Thursday': ['8AM-5PM']},"Thursday,8AM,5PM"
