about,address,area_service,booking_appointment_link,business_status,category,cid,city,company_insights.address,company_insights.city,company_insights.country,company_insights.description,company_insights.employees,company_insights.facebook_company_page,company_insights.founded_year,company_insights.industry,company_insights.is_public,company_insights.linkedin_bio,company_insights.linkedin_company_page,company_insights.name,company_insights.phone,company_insights.phone.phones_enricher.carrier_name,company_insights.phone.phones_enricher.carrier_type,company_insights.revenue,company_insights.state,company_insights.timezone,company_insights.twitter_handle,company_insights.zip,country,country_code,county,description,google_id,h3,kgmid,latitude,located_google_id,located_in,location_link,location_reviews_link,logo,longitude,menu_link,name,name_for_emails,order_links,other_hours,owner_id,owner_link,owner_title,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,photo,photos_count,place_id,plus_code,popular_times,postal_code,posts,prices,query,range,rating,reservation_links,reviews,reviews_id,reviews_link,reviews_per_score,reviews_tags,state,state_code,street,street_view,subtypes,time_zone,type,typical_time_spent,verified,website,working_hours,working_hours_csv_compatible
{'Accessibility': {'Wheelchair accessible parking lot': True}},"12803 Demetra Dr #100, Farmers Branch, TX 75234",False,,OPERATIONAL,,1165988192844884204,Farmers Branch,11500 N STEMMONS FWY,Dallas,United States,"Delta Steel Buildings, Design-Build, Turn-Key, Metal Building provider, Manafacturing, Engineering, Design, Delta Buildings Division, Delta Construction Services Company, Delta Steel, Dallas, Metal Buildings, Steel Buildings, Steel Building, metal Building",200.0,,1987.0,CONSTRUCTION,False,"Delta Steel Buildings, Design-Build, Turn-Key, Metal Building provider, Manafacturing, Engineering, Design, Delta Buildings Division, Delta Construction Services Company, Delta Steel, Dallas, Metal Buildings, Steel Buildings, Steel Building, metal Building",,Deltabuildings,9722415417,AT&T,landline,10000000.0,TX,America/Chicago,,75229,United States of America,US,,,0x864c27928c04a275:0x102e6c156ed1a8ec,8926c8673dbffff,/g/1tdp5ftv,32.9214243,,,"https://www.google.com/maps/place/Delta+Steel+Buildings+Company/@32.9214243,-96.8940427,14z/data=!4m8!1m2!2m1!1sDelta+Steel+Buildings+Company!3m4!1s0x864c27928c04a275:0x102e6c156ed1a8ec!8m2!3d32.9214243!4d-96.8940427","https://www.google.com/maps/place/Delta+Steel+Buildings+Company/@32.9214243,-96.8940427,13.99z/data=!4m16!1m7!3m6!1s0x864c27928c04a275:0x102e6c156ed1a8ec!2sDelta+Steel+Buildings+Company!8m2!3d32.9214243!4d-96.8940427!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c27928c04a275:0x102e6c156ed1a8ec!8m2!3d32.9214243!4d-96.8940427!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-0cA48Q4j6c8/AAAAAAAAAAI/AAAAAAAAAAA/-i4B_4N08G4/s44-p-k-no-ns-nd/photo.jpg,-96.8940427,,Delta Steel Buildings Company,Delta Steel Buildings Company,,,113204691946647438517,https://www.google.com/maps/contrib/113204691946647438517,Delta Steel Buildings Company,+1 972-556-0505,AT&T CORP.,fixed line,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMX2zGj-2rla42bBYIEGUEx-U-N41R1w5zVZSljiMh3GLBhTUeoer-SQlFt01FSU7pMN_WE-2Li6jm9LpcEqUGRpGzHUTs4Doxk_DL9Z8CUZETihJ9U3H4N1sqE5MKC144jccC=w800-h500-k-no,6,ChIJdaIEjJInTIYR7KjRbhVsLhA,,,75234,,,"Metal building contractor near Garland, TX",,5.0,,,,,,,Texas,TX,12803 Demetra Dr #100,,Construction company,America/Chicago,Construction company,,True,https://www.deltabuildings.com/,{'Thursday': ['8AM-5PM']},"Thursday,8AM,5PM"
{},"1024 NE 4th St, Hubbard, TX 76648",False,,OPERATIONAL,,16499788579039166864,Hubbard,1024 State Highway 31 West,Hubbard,United States,"Reliable Metals is a company dedicated to providing high-quality metal buildings that are engineered certified, durable, and built with the very best talent and materials. With a focus on quality and customer satisfaction, we offer installation, delive...",,,1919.0,CONSTRUCTION,False,"Reliable Metals is a company dedicated to providing high-quality metal buildings that are engineered certified, durable, and built with the very best talent and materials. With a focus on quality and customer satisfaction, we offer installation, delive...",,Reliable Metals,+1 419-737-1300,,landline,,TX,America/Chicago,,76648,United States of America,US,,,0x864f15d5b6e0c027:0xe4fb064b02ad4190,8926cb2a1b3ffff,/g/11vzbc9h3t,31.8556128,,,"https://www.google.com/maps/place/Reliable+Metal+Buildings+LLC/@31.8556128,-96.7876744,14z/data=!4m8!1m2!2m1!1sReliable+Metal+Buildings+LLC!3m4!1s0x864f15d5b6e0c027:0xe4fb064b02ad4190!8m2!3d31.8556128!4d-96.7876744","https://www.google.com/maps/place/Reliable+Metal+Buildings+LLC/@31.8556128,-96.7876744,13.99z/data=!4m16!1m7!3m6!1s0x864f15d5b6e0c027:0xe4fb064b02ad4190!2sReliable+Metal+Buildings+LLC!8m2!3d31.8556128!4d-96.7876744!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864f15d5b6e0c027:0xe4fb064b02ad4190!8m2!3d31.8556128!4d-96.7876744!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-SDfQEP6OSBA/AAAAAAAAAAI/AAAAAAAAAAA/1GFhXSGGsUg/s44-p-k-no-ns-nd/photo.jpg,-96.7876744,,Reliable Metal Buildings LLC,Reliable Metal Buildings,,,111693140913882446625,https://www.google.com/maps/contrib/111693140913882446625,Reliable Metal Buildings LLC,+1 254-490-2020,,landline,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepM9wM0m0oLXsjwMwm9NVWXdauyRpwiyCdvMid8ApD6AsF1XDQCNzyioWwWpwG2y-IIcNKVdUcS11N9QGcrlk0Icqp55J58ajsABKSqGCX3cYLtgpHbq8tjSD9TsfjwOIWCTOo-bQ=w800-h500-k-no,12,ChIJJ8DgttUVT4YRkEGtAksG--Q,,,76648,,,"Metal building contractor near Garland, TX",,4.0,,,,,,,Texas,TX,1024 NE 4th St,,Metal construction company,America/Chicago,Metal construction company,,True,http://www.reliablemetalbuildingsllc.com/,{'Thursday': ['8AM-5PM']},"Thursday,8AM,5PM"
"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}","1913 Platinum St, Garland, TX 75042",False,,OPERATIONAL,,6024125765567338888,Garland,,,,,,,,,,,,,,,,,,,,,United States of America,US,,,0x864c1dfb6901516f:0x5399fe7772eb5988,8926c8283afffff,/g/1tgj96nh,32.911609,,,"https://www.google.com/maps/place/Garland+Sheet+Metal/@32.911609,-96.6577324,14z/data=!4m8!1m2!2m1!1sGarland+Sheet+Metal!3m4!1s0x864c1dfb6901516f:0x5399fe7772eb5988!8m2!3d32.911609!4d-96.6577324","https://www.google.com/maps/place/Garland+Sheet+Metal/@32.911609,-96.6577324,13.99z/data=!4m16!1m7!3m6!1s0x864c1dfb6901516f:0x5399fe7772eb5988!2sGarland+Sheet+Metal!8m2!3d32.911609!4d-96.6577324!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c1dfb6901516f:0x5399fe7772eb5988!8m2!3d32.911609!4d-96.6577324!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,-96.6577324,,Garland Sheet Metal,Garland Sheet Metal,,,,,Garland Sheet Metal,+1 972-276-9088,,landline,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6ZPmuWzLoOl8-FxeAFkQjY61tPtc2bCzyKspMpDHuRmjR6VQTZJlLNOok5JihinPlyu0dfc2hIfQqId5UAadNMlQ_3N55tO652zydkU8xbH31P6zpkxLOlWLQyszPcsIRWjpKQQ=w800-h500-k-no,3,ChIJb1EBafsdTIYRiFnrcnf-mVM,,,75042,,,"Metal building contractor near Garland, TX",,5.0,,,,,,,Texas,TX,1913 Platinum St,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hCiChCOukVX1srbZ3MSjdQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=353.5047&pitch=0&thumbfov=100,Sheet metal contractor,America/Chicago,Sheet metal contractor,,False,,{'Thursday': ['7AM-5PM']},"Thursday,7AM,5PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"2533 Franklin Dr Suite 9A, Mesquite, TX 75150",False,,OPERATIONAL,,12173941776522212656,Mesquite,2533 Franklin Drive,Mesquite,United States,Superior Metal Products installing lifetime metal roofs in the Dallas Ft.worth area and all over Texas. Specializing Standing seam roofs in Dallas Ft Worth,50.0,,2012.0,CONSTRUCTION,False,Superior Metal Products installing lifetime metal roofs in the Dallas Ft.worth area and all over Texas. Specializing Standing seam roofs in Dallas Ft Worth,,Superior Metal Products,+1 972-681-0040,,landline,10000000.0,TX,America/Chicago,,75150,United States of America,US,Hillhome Gardens,,0x864ea5d9a93b9ed9:0xa8f2878ba1e4f530,8926cb92c73ffff,/g/1tdq_3ny,32.7981353,,,"https://www.google.com/maps/place/Superior+Metal+Products/@32.7981353,-96.6199812,14z/data=!4m8!1m2!2m1!1sSuperior+Metal+Products!3m4!1s0x864ea5d9a93b9ed9:0xa8f2878ba1e4f530!8m2!3d32.7981353!4d-96.6199812","https://www.google.com/maps/place/Superior+Metal+Products/@32.7981353,-96.6199812,13.99z/data=!4m16!1m7!3m6!1s0x864ea5d9a93b9ed9:0xa8f2878ba1e4f530!2sSuperior+Metal+Products!8m2!3d32.7981353!4d-96.6199812!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864ea5d9a93b9ed9:0xa8f2878ba1e4f530!8m2!3d32.7981353!4d-96.6199812!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-kSLlfup7P_4/AAAAAAAAAAI/AAAAAAAAAAA/kVdwMVSWMg8/s44-p-k-no-ns-nd/photo.jpg,-96.6199812,,Superior Metal Products,Superior Metal Products,,,114319833816151103454,https://www.google.com/maps/contrib/114319833816151103454,Superior Metal Products,+1 972-681-0040,,landline,https://lh3.googleusercontent.com/p/AF1QipPQUUrGX5G7yOgQtOBzVuVvANwejPzM8lnTTTkp=w800-h500-k-no,13,ChIJ2Z47qdmlToYRMPXkoYuH8qg,,,75150,,,"Metal building contractor near Mesquite, TX",,5.0,,,,,,,Texas,TX,2533 Franklin Dr Suite 9A,,"Roofing contractor, Metal fabricator",America/Chicago,Roofing contractor,,True,http://www.superiormetalproducts.net/,{'Thursday': ['8AM-6PM']},"Thursday,8AM,6PM"
"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}","1327 Mariposa Dr, Mesquite, TX 75150",False,,OPERATIONAL,,12571075131051313789,Mesquite,1327 Mariposa Drive,Mesquite,United States,"EM Construction provides comprehensive commercial and industrial services including new construction installation of ""built-up"" roofing and single-ply system.",,,,CONSTRUCTION,False,"EM Construction provides comprehensive commercial and industrial services including new construction installation of ""built-up"" roofing and single-ply system.",,EM Construction,9723295900,,landline,,TX,America/Chicago,,75150,United States of America,US,Hilhome Gardens,,0x864ea5cca264554b:0xae756e3a2f0f8a7d,8926cb92c63ffff,/g/1td05gkx,32.7957769,,,"https://www.google.com/maps/place/EM+Construction/@32.7957769,-96.6180559,14z/data=!4m8!1m2!2m1!1sEM+Construction!3m4!1s0x864ea5cca264554b:0xae756e3a2f0f8a7d!8m2!3d32.7957769!4d-96.6180559","https://www.google.com/maps/place/EM+Construction/@32.7957769,-96.6180559,13.99z/data=!4m16!1m7!3m6!1s0x864ea5cca264554b:0xae756e3a2f0f8a7d!2sEM+Construction!8m2!3d32.7957769!4d-96.6180559!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864ea5cca264554b:0xae756e3a2f0f8a7d!8m2!3d32.7957769!4d-96.6180559!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-H5gY30j9Rgc/AAAAAAAAAAI/AAAAAAAAAAA/TWzmfrEwH_A/s44-p-k-no-ns-nd/photo.jpg,-96.6180559,,EM Construction,Em Construction,,,106093974601550051799,https://www.google.com/maps/contrib/106093974601550051799,EM Construction,+1 972-329-5900,,landline,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=COwRY2ZQXOuwquuMjpnkLw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=312.5176&pitch=0&thumbfov=100,2,ChIJS1VkosylToYRfYoPLzpuda4,,,75150,,,"Metal building contractor near Mesquite, TX",,4.7,,,,,,,Texas,TX,1327 Mariposa Dr,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=COwRY2ZQXOuwquuMjpnkLw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=312.5176&pitch=0&thumbfov=100,"Roofing contractor, Concrete contractor",America/Chicago,Roofing contractor,,True,http://www.emconstructiondallas.com/,{'Thursday': ['9AM-6PM']},"Thursday,9AM,6PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"701 TX-352, Mesquite, TX 75149",False,,OPERATIONAL,,12319563593280463165,Mesquite,2700 Preston Creek,Mesquite,United States,Top rated Mesquite Roofing Contractors are roofing Mesquite TX properties daily. Roof repairs and replacement. Call now!,10.0,,2004.0,REAL_ESTATE,False,Top rated Mesquite Roofing Contractors are roofing Mesquite TX properties daily. Roof repairs and replacement. Call now!,https://www.linkedin.com/company/mesquite-roofing-&-const,Mesquite Roofing & Const,9726811062,AT&T,landline,1000000.0,TX,America/Chicago,,75181,United States of America,US,Samuell Farms Retail,,0x864ea50aaa2f747f:0xaaf7e1d0f551213d,8926c82da03ffff,/g/1tctxzg7,32.7730106,,,"https://www.google.com/maps/place/Mesquite+Roofing+%26+Construction/@32.7730106,-96.57287529999999,14z/data=!4m8!1m2!2m1!1sMesquite+Roofing+%26+Construction!3m4!1s0x864ea50aaa2f747f:0xaaf7e1d0f551213d!8m2!3d32.7730106!4d-96.57287529999999","https://www.google.com/maps/place/Mesquite+Roofing+%26+Construction/@32.7730106,-96.57287529999999,13.99z/data=!4m16!1m7!3m6!1s0x864ea50aaa2f747f:0xaaf7e1d0f551213d!2sMesquite+Roofing+%26+Construction!8m2!3d32.7730106!4d-96.57287529999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864ea50aaa2f747f:0xaaf7e1d0f551213d!8m2!3d32.7730106!4d-96.57287529999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-fpQPEAMpLsA/AAAAAAAAAAI/AAAAAAAAAAA/MwP1rncw_8Y/s44-p-k-no-ns-nd/photo.jpg,-96.57287529999999,,Mesquite Roofing & Construction,Mesquite Roofing And Construction,,,100519253804678657829,https://www.google.com/maps/contrib/100519253804678657829,Mesquite Roofing & Construction,+1 972-681-3183,"T-MOBILE USA, INC.",landline,https://lh3.googleusercontent.com/p/AF1QipPOXVWoHUzl6rG7oiemWC07qbdnaM-QE7tZ6Beq=w800-h500-k-no,250,ChIJf3QvqgqlToYRPSFR9dDh96o,,,75149,,,"Metal building contractor near Mesquite, TX",,4.9,,,,,,,Texas,TX,701 TX-352,,"Roofing contractor, Construction company, Flooring contractor, Painting",America/Chicago,Roofing contractor,,True,https://mesquiteroofingandconstruction.com/,{'Thursday': ['8AM-6PM']},"Thursday,8AM,6PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"1300 S Polk St Suite 295, Dallas, TX 75224",False,,OPERATIONAL,,1877036058913243877,Dallas,,,,,,,,,,,,,,,,,,,,,United States of America,US,Oak Cliff,,0x864e9907e8417701:0x1a0c9259c21f82e5,8926cb985bbffff,/g/11q95hjb0l,32.7325708,,,"https://www.google.com/maps/place/Divine+Metal+Buildings/@32.7325708,-96.839317,14z/data=!4m8!1m2!2m1!1sDivine+Metal+Buildings!3m4!1s0x864e9907e8417701:0x1a0c9259c21f82e5!8m2!3d32.7325708!4d-96.839317","https://www.google.com/maps/place/Divine+Metal+Buildings/@32.7325708,-96.839317,13.99z/data=!4m16!1m7!3m6!1s0x864e9907e8417701:0x1a0c9259c21f82e5!2sDivine+Metal+Buildings!8m2!3d32.7325708!4d-96.839317!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864e9907e8417701:0x1a0c9259c21f82e5!8m2!3d32.7325708!4d-96.839317!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-_1wQiAWKtd8/AAAAAAAAAAI/AAAAAAAAAAA/JIuc1MFnywU/s44-p-k-no-ns-nd/photo.jpg,-96.839317,,Divine Metal Buildings,Divine Metal Buildings,,,118233280742004516778,https://www.google.com/maps/contrib/118233280742004516778,Divine Metal Buildings,+1 469-350-5113,"T-MOBILE USA, INC.",mobile,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XOPi5_8WrfXfuEl_XXLtLg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=164.41835&pitch=0&thumbfov=100,1,ChIJAXdB6AeZToYR5YIfwlmSDBo,,,75224,,,"Metal building contractor near Mesquite, TX",,5.0,,,,,,,Texas,TX,1300 S Polk St Suite 295,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XOPi5_8WrfXfuEl_XXLtLg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=164.41835&pitch=0&thumbfov=100,Metal construction company,America/Chicago,Metal construction company,,True,https://divinemetalbuiding.com/,{'Thursday': ['Open 24 hours']},
{},"2130 Co Rd 2130, Greenville, TX 75402",False,,OPERATIONAL,,10567126319483260283,Greenville,,,,Concrete paving and foundation Sub-Contractor.,,,,,False,,,MAD Steel Construction,,,,,,,,,United States of America,US,,,0x864be5d8fecc1ddb:0x92a5f966897b0d7b,8926c9d9c07ffff,/g/11q3r9y50b,33.0752117,,,"https://www.google.com/maps/place/Mad+Steel+Construction/@33.0752117,-96.15528289999999,14z/data=!4m8!1m2!2m1!1sMad+Steel+Construction!3m4!1s0x864be5d8fecc1ddb:0x92a5f966897b0d7b!8m2!3d33.0752117!4d-96.15528289999999","https://www.google.com/maps/place/Mad+Steel+Construction/@33.0752117,-96.15528289999999,13.99z/data=!4m16!1m7!3m6!1s0x864be5d8fecc1ddb:0x92a5f966897b0d7b!2sMad+Steel+Construction!8m2!3d33.0752117!4d-96.15528289999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864be5d8fecc1ddb:0x92a5f966897b0d7b!8m2!3d33.0752117!4d-96.15528289999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-Zh_oVFlFE0Y/AAAAAAAAAAI/AAAAAAAAAAA/AnX2ZeeF83c/s44-p-k-no-ns-nd/photo.jpg,-96.15528289999999,,Mad Steel Construction,Mad Steel Construction,,,114336922134106661529,https://www.google.com/maps/contrib/114336922134106661529,Mad Steel Construction,+1 903-458-1164,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - TX,mobile,https://lh3.googleusercontent.com/p/AF1QipNxmdgPZHxs6OIwZynl8uc-Sr5GPX0FQanJ6ksO=w800-h500-k-no,102,ChIJ2x3M_tjlS4YRew17iWb5pZI,,,75402,,,"Metal building contractor near Greenville, TX",,5.0,,,,,,,Texas,TX,2130 Co Rd 2130,,"Steel construction company, Building designer, Concrete contractor, Steel erector",America/Chicago,Steel construction company,,True,http://madsteelconstruction.com/,{'Thursday': ['8AM-5PM']},"Thursday,8AM,5PM"
"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}","1661 I-30 Frontage Rd, Greenville, TX 75402",False,,OPERATIONAL,,18393267507034009154,Greenville,1661 Interstate Highway 30 W,Greenville,United States,"If you are in the market for a Portable or Prefab Building such as a garage, cabin, barn or shop, call Smith Quality Buildings today!",,,,,False,"If you are in the market for a Portable or Prefab Building such as a garage, cabin, barn or shop, call Smith Quality Buildings today!",,smithqualitybuildings.com,,,,,TX,America/Chicago,,75402,United States of America,US,,,0x864be67f8b1080c1:0xff4203588f7f2e42,8926c9d9897ffff,/g/11dxm4199t,33.064264699999995,,,"https://www.google.com/maps/place/Smith+Quality+Buildings/@33.064264699999995,-96.15226559999999,14z/data=!4m8!1m2!2m1!1sSmith+Quality+Buildings!3m4!1s0x864be67f8b1080c1:0xff4203588f7f2e42!8m2!3d33.064264699999995!4d-96.15226559999999","https://www.google.com/maps/place/Smith+Quality+Buildings/@33.064264699999995,-96.15226559999999,13.99z/data=!4m16!1m7!3m6!1s0x864be67f8b1080c1:0xff4203588f7f2e42!2sSmith+Quality+Buildings!8m2!3d33.064264699999995!4d-96.15226559999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864be67f8b1080c1:0xff4203588f7f2e42!8m2!3d33.064264699999995!4d-96.15226559999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-VLbNsU4P33M/AAAAAAAAAAI/AAAAAAAAAAA/T_UlBYQkTdc/s44-p-k-no-ns-nd/photo.jpg,-96.15226559999999,,Smith Quality Buildings,Smith Quality Buildings,,,109632512836259558224,https://www.google.com/maps/contrib/109632512836259558224,Smith Quality Buildings,+1 903-268-1694,T-Mobile USA Inc.,mobile,https://lh3.googleusercontent.com/p/AF1QipO4kVvPt0T7zZEo72W-dq-VeHowzRxhfN1Dge9P=w800-h500-k-no,70,ChIJwYAQi3_mS4YRQi5_j1gDQv8,,,75402,,,"Metal building contractor near Greenville, TX",,4.2,,,,,,,Texas,TX,1661 I-30 Frontage Rd,,"Portable building manufacturer, Construction company, Shed builder",America/Chicago,Portable building manufacturer,,True,https://smithqualitybuildings.com/,{'Thursday': ['9:30AM-5PM']},"Thursday,9:30AM,5PM"
{'Other': {'Identifies as women-owned': True}},"1763 Co Rd 3302, Greenville, TX 75402",False,,OPERATIONAL,,16343684368913068824,Greenville,1763 County Road 3302,Greenville,United States,"Texas Strong Portable Buildings is a company based in Greenville, TX that offers a wide range of portable buildings and structures. They specialize in Tiny Houses, Storage Sheds, Garden Sheds, Cabins, Barns, Lofted Barns, and Garages. They are an autho...",,https://facebook.com/texasstrongportablebuildings,,,False,"Texas Strong Portable Buildings is a company based in Greenville, TX that offers a wide range of portable buildings and structures. They specialize in Tiny Houses, Storage Sheds, Garden Sheds, Cabins, Barns, Lofted Barns, and Garages. They are an autho...",,Txstrongportablebuildings,,,,,TX,America/Chicago,txstrongpb,75402,United States of America,US,,,0x864bdd6750047919:0xe2d06e574a2af318,8926c9dabd7ffff,/g/11g9jldbb9,33.0929303,,,"https://www.google.com/maps/place/Texas+Strong+Portable+Buildings/@33.0929303,-96.0616405,14z/data=!4m8!1m2!2m1!1sTexas+Strong+Portable+Buildings!3m4!1s0x864bdd6750047919:0xe2d06e574a2af318!8m2!3d33.0929303!4d-96.0616405","https://www.google.com/maps/place/Texas+Strong+Portable+Buildings/@33.0929303,-96.0616405,13.99z/data=!4m16!1m7!3m6!1s0x864bdd6750047919:0xe2d06e574a2af318!2sTexas+Strong+Portable+Buildings!8m2!3d33.0929303!4d-96.0616405!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864bdd6750047919:0xe2d06e574a2af318!8m2!3d33.0929303!4d-96.0616405!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-uocKz_rVsKc/AAAAAAAAAAI/AAAAAAAAAAA/hm4hNNEOUHg/s44-p-k-no-ns-nd/photo.jpg,-96.0616405,,Texas Strong Portable Buildings,Texas Strong Portable Buildings,,[{'online_service_hours': {'Thursday': 'Open 24 hours'}}],112094000500484224500,https://www.google.com/maps/contrib/112094000500484224500,Texas Strong Portable Buildings,+1 903-513-6834,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - TX,mobile,https://lh3.googleusercontent.com/p/AF1QipP1rbzhZJHa7VzwXlDGvxKN8F3w4kuXsZlHy6P-=w800-h500-k-no,41,ChIJGXkEUGfdS4YRGPMqSldu0OI,,,75402,,,"Metal building contractor near Greenville, TX",,5.0,,,,,,,Texas,TX,1763 Co Rd 3302,,"Shed builder, Carport and pergola builder, Garden building supplier, Metal construction company, Portable building manufacturer",America/Chicago,Shed builder,,True,http://www.txstrongportablebuildings.com/,{'Thursday': ['12-5PM']},"Thursday,12,5PM"
{},"1410 Cleveland St, Greenville, TX 75401",False,,OPERATIONAL,,10339512923596964730,Greenville,,,,,,,,,,,,,,,,,,,,,United States of America,US,,,0x864be9817002e56d:0x8f7d5439118ec37a,8926c9d8593ffff,/g/11nn49w_5y,33.1271681,,,"https://www.google.com/maps/place/M+L+Steel+Erection%2C+Inc./@33.1271681,-96.09775259999999,14z/data=!4m8!1m2!2m1!1sM+L+Steel+Erection%2C+Inc.!3m4!1s0x864be9817002e56d:0x8f7d5439118ec37a!8m2!3d33.1271681!4d-96.09775259999999","https://www.google.com/maps/place/M+L+Steel+Erection%2C+Inc./@33.1271681,-96.09775259999999,13.99z/data=!4m16!1m7!3m6!1s0x864be9817002e56d:0x8f7d5439118ec37a!2sM+L+Steel+Erection%2C+Inc.!8m2!3d33.1271681!4d-96.09775259999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864be9817002e56d:0x8f7d5439118ec37a!8m2!3d33.1271681!4d-96.09775259999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-pP-wuYI_e1o/AAAAAAAAAAI/AAAAAAAAAAA/wPfPm0SNHPA/s44-p-k-no-ns-nd/photo.jpg,-96.09775259999999,,"M L Steel Erection, Inc.",M L Steel Erection,,,104312181840645209233,https://www.google.com/maps/contrib/104312181840645209233,"M L Steel Erection, Inc.",+1 903-494-5032,,landline,https://lh3.googleusercontent.com/p/AF1QipPcdJmYvP2ie2UtITFm9SgYXz9EbGcCu9iEQ8Ly=w800-h500-k-no,58,ChIJbeUCcIHpS4YResOOETlUfY8,,,75401,,,"Metal building contractor near Greenville, TX",,5.0,,,,,,,Texas,TX,1410 Cleveland St,,"Steel erector, Steel fabricator",America/Chicago,Steel erector,,True,,{'Thursday': ['8AM-4:30PM']},"Thursday,8AM,4:30PM"
