name,name_for_emails,subtypes,category,phone,phone.whitepages_phones.lookup_type,phone.whitepages_phones.name,website,address,street,city,state_code,postal_code,rating,reviews,verified,email_1,email_1.emails_validator.status,email_1_full_name,email_1_first_name,email_1_last_name,email_1_title,email_2,email_2.emails_validator.status,phone_1,phone_1.whitepages_phones.lookup_type,phone_1.whitepages_phones.name,phone_1.whitepages_phones.phone_type,phone_2,phone_2.whitepages_phones.lookup_type,facebook,instagram,linkedin,company_insights.employees,company_insights.revenue,company_insights.industry,phone_normalized,niche
CRAVE Medical Spa,Crave Medical Spa,"Medical spa, Doctor, Skin care clinic, Spa, Weight loss service",Medical spa,+1 817-727-9260,,,http://www.cravemedicalspa.com/,"3550 Hulen St # E, Fort Worth, TX 76107",3550 Hulen St # E,Fort Worth,TX,76107,4.8,57,True,,,,,,,,,,,,,,,,,,,,,+18177279260,medspas
Hidden Door Medspa,Hidden Door Medspa,"Medical spa, Laser hair removal service, Massage therapist, Skin care clinic",Medical spa,+1 817-379-9937,,,http://www.hiddendoorspa.com/,"9734 N Beach St Ste 100, Fort Worth, TX 76244",9734 N Beach St Ste 100,Fort Worth,TX,76244,4.7,159,True,,,,,,,,,,,,,,,,,,10,10000000,,+18173799937,medspas
Hidden Door Medspa,Hidden Door Medspa,"Medical spa, Laser hair removal service, Massage therapist, Skin care clinic",Medical spa,+1 817-379-9937,,,http://www.hiddendoorspa.com/,"9734 N Beach St Ste 100, Fort Worth, TX 76244",9734 N Beach St Ste 100,Fort Worth,TX,76244,4.7,159,True,,,,,,,,,,,,,,,,,,10,10000000,,+18173799937,medspas
Hidden Door Medspa,Hidden Door Medspa,"Medical spa, Laser hair removal service, Massage therapist, Skin care clinic",Medical spa,+1 817-379-9937,,,http://www.hiddendoorspa.com/,"9734 N Beach St Ste 100, Fort Worth, TX 76244",9734 N Beach St Ste 100,Fort Worth,TX,76244,4.7,159,True,,,,,,,,,,,,,,,,,,10,10000000,,+18173799937,medspas
The Preserve Med Spa & Wellness,The Preserve Med Spa And Wellness,"Medical spa, Beauty salon, Medical Center, Weight loss service",Medical spa,+1 817-862-9900,,,http://www.preservemedspa.com/,"5521 Bellaire Dr S #116, Fort Worth, TX 76109",5521 Bellaire Dr S #116,Fort Worth,TX,76109,5,59,True,,,,,,,,,,,,,,,,,,,1000000,,+18178629900,medspas
Kalos Medical Spa at Kirby Plastic Surgery,Kalos Medical Spa At Kirby Plastic Surgery,"Medical spa, Facial spa, Laser hair removal service, Plastic surgeon, Skin care clinic",Medical spa,+1 817-292-4200,,,https://www.kalosmedicalspa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal,"5075 Edwards Ranch Rd, Fort Worth, TX 76109",5075 Edwards Ranch Rd,Fort Worth,TX,76109,5,317,True,,,,,,,,,,,,,,,,,,,,,+18172924200,medspas
Kalos Medical Spa at Kirby Plastic Surgery,Kalos Medical Spa At Kirby Plastic Surgery,"Medical spa, Facial spa, Laser hair removal service, Plastic surgeon, Skin care clinic",Medical spa,+1 817-292-4200,,,https://www.kalosmedicalspa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal,"5075 Edwards Ranch Rd, Fort Worth, TX 76109",5075 Edwards Ranch Rd,Fort Worth,TX,76109,5,317,True,,,,,,,,,,,,,,,,,,,,,+18172924200,medspas
Kalos Medical Spa at Kirby Plastic Surgery,Kalos Medical Spa At Kirby Plastic Surgery,"Medical spa, Facial spa, Laser hair removal service, Plastic surgeon, Skin care clinic",Medical spa,+1 817-292-4200,,,https://www.kalosmedicalspa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal,"5075 Edwards Ranch Rd, Fort Worth, TX 76109",5075 Edwards Ranch Rd,Fort Worth,TX,76109,5,317,True,,,,,,,,,,,,,,,,,,,,,+18172924200,medspas
The Retreat Medical Spa,The Retreat Medical Spa,"Medical spa, Facial spa, Hair replacement service, Laser hair removal service, Plastic surgery clinic, Skin care clinic, Waxing hair removal service",Medical spa,+1 817-887-9956,,,http://theretreatmedspa.com/,"1200 W Magnolia Ave Suite #100, Fort Worth, TX 76104",1200 W Magnolia Ave Suite #100,Fort Worth,TX,76104,4.9,74,True,,,,,,,,,,,,,,,,,,,,,+18178879956,medspas
The Retreat Medical Spa,The Retreat Medical Spa,"Medical spa, Facial spa, Hair replacement service, Laser hair removal service, Plastic surgery clinic, Skin care clinic, Waxing hair removal service",Medical spa,+1 817-887-9956,,,http://theretreatmedspa.com/,"1200 W Magnolia Ave Suite #100, Fort Worth, TX 76104",1200 W Magnolia Ave Suite #100,Fort Worth,TX,76104,4.9,74,True,,,,,,,,,,,,,,,,,,,,,+18178879956,medspas
NakedMD Med Spa Fort Worth,Nakedmd Med Spa Fort Worth,Medical spa,Medical spa,+1 817-720-0559,,,https://www.nakedmd.com/,"1307 8th Ave Ste 101, Fort Worth, TX 76104",1307 8th Ave Ste 101,Fort Worth,TX,76104,5,17,True,,,,,,,,,,,,,,,,,,,,,+18177200559,medspas
NakedMD Med Spa Fort Worth,Nakedmd Med Spa Fort Worth,Medical spa,Medical spa,+1 817-720-0559,,,https://www.nakedmd.com/,"1307 8th Ave Ste 101, Fort Worth, TX 76104",1307 8th Ave Ste 101,Fort Worth,TX,76104,5,17,True,,,,,,,,,,,,,,,,,,,,,+18177200559,medspas
NakedMD Med Spa Fort Worth,Nakedmd Med Spa Fort Worth,Medical spa,Medical spa,+1 817-720-0559,,,https://www.nakedmd.com/,"1307 8th Ave Ste 101, Fort Worth, TX 76104",1307 8th Ave Ste 101,Fort Worth,TX,76104,5,17,True,,,,,,,,,,,,,,,,,,,,,+18177200559,medspas
Beverly Hills Rejuvenation Center,Beverly Hills Rejuvenation Center,"Medical spa, Health spa, Laser hair removal service, Wellness center",Medical spa,+1 817-377-4600,,,https://bhrcdallas.com/,"4601 West Fwy #216, Fort Worth, TX 76107",4601 West Fwy #216,Fort Worth,TX,76107,4.7,178,True,,,,,,,,,,,,,,,,,,200,50000000,,+18173774600,medspas
Beverly Hills Rejuvenation Center,Beverly Hills Rejuvenation Center,"Medical spa, Health spa, Laser hair removal service, Wellness center",Medical spa,+1 817-377-4600,,,https://bhrcdallas.com/,"4601 West Fwy #216, Fort Worth, TX 76107",4601 West Fwy #216,Fort Worth,TX,76107,4.7,178,True,,,,,,,,,,,,,,,,,,200,50000000,,+18173774600,medspas
Beverly Hills Rejuvenation Center,Beverly Hills Rejuvenation Center,"Medical spa, Health spa, Laser hair removal service, Wellness center",Medical spa,+1 817-377-4600,,,https://bhrcdallas.com/,"4601 West Fwy #216, Fort Worth, TX 76107",4601 West Fwy #216,Fort Worth,TX,76107,4.7,178,True,,,,,,,,,,,,,,,,,,200,50000000,,+18173774600,medspas
Fort Worth Plastic Surgery,Fort Worth Plastic Surgery,"Medical spa, Plastic surgeon",Plastic surgeon,+1 817-810-0770,,,https://www.fortworthplasticsurgery.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26utm_term%3DFort-Worth-Plastic-Surgery%26MedSpa-Fort-Worth%26utm_content%3Dwebsite,"800 12th Ave # 100, Fort Worth, TX 76104",800 12th Ave # 100,Fort Worth,TX,76104,4.9,1016,True,,,,,,,,,,,,,,,,,,,,,+18178100770,medspas
the L.A.B. med spa Dallas,The L A B Med Spa Dallas,Medical spa,Medical spa,+1 817-251-1000,,,https://www.thelabmedspa.com/,"111 W Davis St suite 160 Loft 7, Dallas, TX 75208",111 W Davis St suite 160 Loft 7,Dallas,TX,75208,5,55,True,,,,,,,,,,,,,,,,,,10,,,+18172511000,medspas
the L.A.B. med spa Dallas,The L A B Med Spa Dallas,Medical spa,Medical spa,+1 817-251-1000,,,https://www.thelabmedspa.com/,"111 W Davis St suite 160 Loft 7, Dallas, TX 75208",111 W Davis St suite 160 Loft 7,Dallas,TX,75208,5,55,True,,,,,,,,,,,,,,,,,,10,,,+18172511000,medspas
the L.A.B. med spa Dallas,The L A B Med Spa Dallas,Medical spa,Medical spa,+1 817-251-1000,,,https://www.thelabmedspa.com/,"111 W Davis St suite 160 Loft 7, Dallas, TX 75208",111 W Davis St suite 160 Loft 7,Dallas,TX,75208,5,55,True,,,,,,,,,,,,,,,,,,10,,,+18172511000,medspas
Elegant Image Med Spa,Elegant Image Med Spa,"Medical spa, Facial spa, Laser hair removal service",Medical spa,+1 817-888-7600,,,http://www.elegantimagemedspa.com/,"1704 Mall Cir, Fort Worth, TX 76116",1704 Mall Cir,Fort Worth,TX,76116,4.5,130,True,,,,,,,,,,,,,,,,,,10,1000000,,+18178887600,medspas
Elegant Image Med Spa,Elegant Image Med Spa,"Medical spa, Facial spa, Laser hair removal service",Medical spa,+1 817-888-7600,,,http://www.elegantimagemedspa.com/,"1704 Mall Cir, Fort Worth, TX 76116",1704 Mall Cir,Fort Worth,TX,76116,4.5,130,True,,,,,,,,,,,,,,,,,,10,1000000,,+18178887600,medspas
Elegant Image Med Spa,Elegant Image Med Spa,"Medical spa, Facial spa, Laser hair removal service",Medical spa,+1 817-888-7600,,,http://www.elegantimagemedspa.com/,"1704 Mall Cir, Fort Worth, TX 76116",1704 Mall Cir,Fort Worth,TX,76116,4.5,130,True,,,,,,,,,,,,,,,,,,10,1000000,,+18178887600,medspas
Rejuve Med Spa,Rejuve Med Spa,"Medical spa, Skin care clinic, Tattoo removal service, Weight loss service, Wellness center",Medical spa,+1 972-265-1590,,,https://www.rejuvemedspa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"18220 Preston Rd, Dallas, TX 75252",18220 Preston Rd,Dallas,TX,75252,4.8,297,True,,,,,,,,,,,,,,,,,,25,1000000,,+19722651590,medspas
Rejuve Med Spa,Rejuve Med Spa,"Medical spa, Skin care clinic, Tattoo removal service, Weight loss service, Wellness center",Medical spa,+1 972-265-1590,,,https://www.rejuvemedspa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"18220 Preston Rd, Dallas, TX 75252",18220 Preston Rd,Dallas,TX,75252,4.8,297,True,,,,,,,,,,,,,,,,,,25,1000000,,+19722651590,medspas
Rejuve Med Spa,Rejuve Med Spa,"Medical spa, Skin care clinic, Tattoo removal service, Weight loss service, Wellness center",Medical spa,+1 972-265-1590,,,https://www.rejuvemedspa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"18220 Preston Rd, Dallas, TX 75252",18220 Preston Rd,Dallas,TX,75252,4.8,297,True,,,,,,,,,,,,,,,,,,25,1000000,,+19722651590,medspas
Dulce Vida Wellness & Beauty,Dulce Vida Wellness And Beauty,Medical spa,Medical spa,+1 817-727-5333,,,http://www.dulcevidabeauty.com/,"4300 Boat Club Rd suite 101, Lake Worth, TX 76135",4300 Boat Club Rd suite 101,Lake Worth,TX,76135,5,174,True,,,,,,,,,,,,,,,,,,,,,+18177275333,medspas
Dulce Vida Wellness & Beauty,Dulce Vida Wellness And Beauty,Medical spa,Medical spa,+1 817-727-5333,,,http://www.dulcevidabeauty.com/,"4300 Boat Club Rd suite 101, Lake Worth, TX 76135",4300 Boat Club Rd suite 101,Lake Worth,TX,76135,5,174,True,,,,,,,,,,,,,,,,,,,,,+18177275333,medspas
Forever29 MedSpa,Forever29 Medspa,Medical clinic,Medical clinic,+1 817-443-3729,,,https://www.forever29medspa.com/,"12001 Bella Italia Dr Suite 200, Fort Worth, TX 76126",12001 Bella Italia Dr Suite 200,Fort Worth,TX,76126,4.6,77,True,,,,,,,,,,,,,,,,,,,,,+18174433729,medspas
Endless Beauty Aesthetics DFW,Endless Beauty Aesthetics Dfw,Medical spa,Medical spa,+1 915-731-2128,,,https://endlessbeautydfw.glossgenius.com/,"9628 Bartlett Cir Suite 330, Fort Worth, TX 76108",9628 Bartlett Cir Suite 330,Fort Worth,TX,76108,5,14,True,,,,,,,,,,,,,,,,,,,,,+19157312128,medspas
It's A Secret Med Spa - Alliance Fort Worth,Its A Secret Med Spa Alliance Fort Worth,Medical spa,Medical spa,+1 682-253-5293,,,https://secretmedspa.com/,"4560 Heritage Trace Pkwy Suite 100, Fort Worth, TX 76244",4560 Heritage Trace Pkwy Suite 100,Fort Worth,TX,76244,4.3,17,True,,,,,,,,,,,,,,,,,,200,10000000,,+16822535293,medspas
It's A Secret Med Spa - Alliance Fort Worth,Its A Secret Med Spa Alliance Fort Worth,Medical spa,Medical spa,+1 682-253-5293,,,https://secretmedspa.com/,"4560 Heritage Trace Pkwy Suite 100, Fort Worth, TX 76244",4560 Heritage Trace Pkwy Suite 100,Fort Worth,TX,76244,4.3,17,True,,,,,,,,,,,,,,,,,,200,10000000,,+16822535293,medspas
It's A Secret Med Spa - Alliance Fort Worth,Its A Secret Med Spa Alliance Fort Worth,Medical spa,Medical spa,+1 682-253-5293,,,https://secretmedspa.com/,"4560 Heritage Trace Pkwy Suite 100, Fort Worth, TX 76244",4560 Heritage Trace Pkwy Suite 100,Fort Worth,TX,76244,4.3,17,True,,,,,,,,,,,,,,,,,,200,10000000,,+16822535293,medspas
Vitalyc Medspa | Fort Worth,Vitalyc Medspa | Fort Worth,Medical spa,Medical spa,+1 817-670-3283,,,https://www.vitalyc.com/locations/fort-worth/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle%2Bbusiness%2Bprofile,"1604 S University Dr Suite D501, Fort Worth, TX 76107",1604 S University Dr Suite D501,Fort Worth,TX,76107,4.9,373,True,,,,,,,,,,,,,,,,,,10,1000000,,+18176703283,medspas
Vitalyc Medspa | Fort Worth,Vitalyc Medspa | Fort Worth,Medical spa,Medical spa,+1 817-670-3283,,,https://www.vitalyc.com/locations/fort-worth/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle%2Bbusiness%2Bprofile,"1604 S University Dr Suite D501, Fort Worth, TX 76107",1604 S University Dr Suite D501,Fort Worth,TX,76107,4.9,373,True,,,,,,,,,,,,,,,,,,10,1000000,,+18176703283,medspas
Vitalyc Medspa | Fort Worth,Vitalyc Medspa | Fort Worth,Medical spa,Medical spa,+1 817-670-3283,,,https://www.vitalyc.com/locations/fort-worth/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle%2Bbusiness%2Bprofile,"1604 S University Dr Suite D501, Fort Worth, TX 76107",1604 S University Dr Suite D501,Fort Worth,TX,76107,4.9,373,True,,,,,,,,,,,,,,,,,,10,1000000,,+18176703283,medspas
King Spa & Sauna,King Spa And Sauna,"Spa, Day spa, Facial spa, Health spa, Massage therapist, Sauna, Sauna club, Spa and health club, Wellness center",Spa,+1 201-947-9955,,,https://thekingspanj.com/,"321 Commercial Ave, Palisades Park, NJ 07650",321 Commercial Ave,Palisades Park,NJ,07650,4.1,4415,True,,,,,,,,,,,,,,,,,,,,,+12019479955,medspas
King Spa & Sauna,King Spa And Sauna,"Spa, Day spa, Facial spa, Health spa, Massage therapist, Sauna, Sauna club, Spa and health club, Wellness center",Spa,+1 201-947-9955,,,https://thekingspanj.com/,"321 Commercial Ave, Palisades Park, NJ 07650",321 Commercial Ave,Palisades Park,NJ,07650,4.1,4415,True,,,,,,,,,,,,,,,,,,,,,+12019479955,medspas
King Spa & Sauna,King Spa And Sauna,"Spa, Day spa, Facial spa, Health spa, Massage therapist, Sauna, Sauna club, Spa and health club, Wellness center",Spa,+1 201-947-9955,,,https://thekingspanj.com/,"321 Commercial Ave, Palisades Park, NJ 07650",321 Commercial Ave,Palisades Park,NJ,07650,4.1,4415,True,,,,,,,,,,,,,,,,,,,,,+12019479955,medspas
InjectCo MedSpa Fort Worth,Injectco Medspa Fort Worth,"Medical spa, Facial spa, Hair replacement service, Men's health physician, Women's health clinic, Skin care clinic, Weight loss service, Wellness center",Medical spa,+1 817-285-5254,,,https://injectco.com/services/med-spa-fort-worth-tx/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-fort-worth,"INSIDE MATTISON AVE SUITES, 4701 West Fwy Suite 152, Fort Worth, TX 76107","INSIDE MATTISON AVE SUITES, 4701 West Fwy Suite 152",Fort Worth,TX,76107,5,94,True,,,,,,,,,,,,,,,,,,,,,+18172855254,medspas
InjectCo MedSpa Fort Worth,Injectco Medspa Fort Worth,"Medical spa, Facial spa, Hair replacement service, Men's health physician, Women's health clinic, Skin care clinic, Weight loss service, Wellness center",Medical spa,+1 817-285-5254,,,https://injectco.com/services/med-spa-fort-worth-tx/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-fort-worth,"INSIDE MATTISON AVE SUITES, 4701 West Fwy Suite 152, Fort Worth, TX 76107","INSIDE MATTISON AVE SUITES, 4701 West Fwy Suite 152",Fort Worth,TX,76107,5,94,True,,,,,,,,,,,,,,,,,,,,,+18172855254,medspas
Higher Level Skin & Beauty,Higher Level Skin And Beauty,Medical spa,Medical spa,+1 469-779-8236,,,http://www.higherlevelskinbeauty.com/,"218 W 10th St, Dallas, TX 75208",218 W 10th St,Dallas,TX,75208,5,89,True,,,,,,,,,,,,,,,,,,,,,+14697798236,medspas
Skin Beauty Med Spa,Skin Beauty Med Spa,Skin care clinic,Skin care clinic,+1 817-367-9057,,,http://www.skinbeautymedspa.com/,"804 S Main St Ste 200, Fort Worth, TX 76104",804 S Main St Ste 200,Fort Worth,TX,76104,5,78,True,,,,,,,,,,,,,,,,,,,,,+18173679057,medspas
Skin Beauty Med Spa,Skin Beauty Med Spa,Skin care clinic,Skin care clinic,+1 817-367-9057,,,http://www.skinbeautymedspa.com/,"804 S Main St Ste 200, Fort Worth, TX 76104",804 S Main St Ste 200,Fort Worth,TX,76104,5,78,True,,,,,,,,,,,,,,,,,,,,,+18173679057,medspas
Skin Beauty Med Spa,Skin Beauty Med Spa,Skin care clinic,Skin care clinic,+1 817-367-9057,,,http://www.skinbeautymedspa.com/,"804 S Main St Ste 200, Fort Worth, TX 76104",804 S Main St Ste 200,Fort Worth,TX,76104,5,78,True,,,,,,,,,,,,,,,,,,,,,+18173679057,medspas
Agoddess Spa & Wellness,Agoddess Spa And Wellness,Medical spa,Medical spa,+1 469-807-1002,,,http://www.agoddesswellness.com/,"1615 N Hampton Rd #100, DeSoto, TX 75115",1615 N Hampton Rd #100,DeSoto,TX,75115,5,16,True,,,,,,,,,,,,,,,,,,,,,+14698071002,medspas
R&R Aesthetics & Wellness,R And R Aesthetics And Wellness,"Medical spa, Facial spa, Hair replacement service, Laser hair removal service, Skin care clinic, Weight loss service, Wellness center",Medical spa,+1 817-662-2550,,,http://www.rrawellness.com/,"6440 Rendon Bloodworth Rd, Fort Worth, TX 76140",6440 Rendon Bloodworth Rd,Fort Worth,TX,76140,5,105,True,,,,,,,,,,,,,,,,,,,,,+18176622550,medspas
Bougie Aesthetics,Bougie Aesthetics,"Medical spa, Plastic surgery clinic, Skin care clinic, Wellness center",Medical spa,+1 817-229-0014,,,https://www.bougieaesthetics.net/,"500 W 7th St Suite 1714, Fort Worth, TX 76102",500 W 7th St Suite 1714,Fort Worth,TX,76102,4.8,107,True,,,,,,,,,,,,,,,,,,,,,+18172290014,medspas
Moodheala skin and scalp,Moodheala Skin And Scalp,"Facial spa, Skin care clinic",Facial spa,+1 469-849-0968,,,https://moodheala.com/,"132 E Main St, Grand Prairie, TX 75050",132 E Main St,Grand Prairie,TX,75050,5,25,True,,,,,,,,,,,,,,,,,,,,,+14698490968,medspas
