about,address,area_service,booking_appointment_link,business_status,category,cid,city,company_insights.address,company_insights.city,company_insights.country,company_insights.description,company_insights.employees,company_insights.facebook_company_page,company_insights.founded_year,company_insights.industry,company_insights.is_public,company_insights.linkedin_bio,company_insights.linkedin_company_page,company_insights.name,company_insights.phone,company_insights.phone.phones_enricher.carrier_name,company_insights.phone.phones_enricher.carrier_type,company_insights.revenue,company_insights.state,company_insights.timezone,company_insights.twitter_handle,company_insights.zip,country,country_code,county,description,google_id,h3,kgmid,latitude,located_google_id,located_in,location_link,location_reviews_link,logo,longitude,menu_link,name,name_for_emails,order_links,other_hours,owner_id,owner_link,owner_title,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,photo,photos_count,place_id,plus_code,popular_times,postal_code,posts,prices,query,range,rating,reservation_links,reviews,reviews_id,reviews_link,reviews_per_score,reviews_tags,state,state_code,street,street_view,subtypes,time_zone,type,typical_time_spent,verified,website,working_hours,working_hours_csv_compatible
{},"601 Dickey Rd, Grand Prairie, TX 75051",False,,OPERATIONAL,,2563296199636266781,Grand Prairie,2550 114th Street,Grand Prairie,United States,"Pinnacle Foundation Repair is a company that has been servicing Texas for over 20 years. They specialize in foundation repair for residential and commercial properties. Their services include thorough inspections of foundations, with 1 out of 3 inspect...",50.0,,2019.0,CONSTRUCTION,False,"Pinnacle Foundation Repair is a company that has been servicing Texas for over 20 years. They specialize in foundation repair for residential and commercial properties. Their services include thorough inspections of foundations, with 1 out of 3 inspect...",https://www.linkedin.com/company/pinnacle-foundation-repair,Pinnacle Foundation Repair LLC,9722510018,"PEERLESS NETWORK OF TEXAS, LLC",fixed line,10000000.0,TX,America/Chicago,PinnacleRepair,75050,United States of America,US,,,0x864dd53003a0361f:0x2392a850096daf1d,8926cbd609bffff,/g/11hzb_jzkh,32.7282912,,,"https://www.google.com/maps/place/Pinnacle+Foundation+Repair/@32.7282912,-97.0134932,14z/data=!4m8!1m2!2m1!1sPinnacle+Foundation+Repair!3m4!1s0x864dd53003a0361f:0x2392a850096daf1d!8m2!3d32.7282912!4d-97.0134932","https://www.google.com/maps/place/Pinnacle+Foundation+Repair/@32.7282912,-97.0134932,13.99z/data=!4m16!1m7!3m6!1s0x864dd53003a0361f:0x2392a850096daf1d!2sPinnacle+Foundation+Repair!8m2!3d32.7282912!4d-97.0134932!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864dd53003a0361f:0x2392a850096daf1d!8m2!3d32.7282912!4d-97.0134932!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-_3h6NV1hTaA/AAAAAAAAAAI/AAAAAAAAAAA/lWNXM7eWyzc/s44-p-k-no-ns-nd/photo.jpg,-97.0134932,,Pinnacle Foundation Repair,Pinnacle Foundation Repair,,,101461450424201539262,https://www.google.com/maps/contrib/101461450424201539262,Pinnacle Foundation Repair,+1 972-251-0018,"PEERLESS NETWORK OF TEXAS, LLC",fixed line,https://lh3.googleusercontent.com/p/AF1QipMPXQtQfWTGuE_Z-M7GDmhorJ047AXGbMVfEgwW=w800-h500-k-no,505,ChIJHzagAzDVTYYRHa9tCVCokiM,,,75051,,,"Foundation repair near Royse City, TX",,5.0,,,,,,,Texas,TX,601 Dickey Rd,,"Concrete contractor, Excavating contractor, Waterproofing service",America/Chicago,Concrete contractor,,True,https://pinnaclefoundationrepair.com/,{'Thursday': ['8AM-10PM']},"Thursday,8AM,10PM"
{},"3309 Main St, Rowlett, TX 75088",False,,OPERATIONAL,,2050836238281332807,Rowlett,3021 Ridge Road,Rockwall,United States,Williamson Foundation Repair has been providing foundation repair and drainage correction system services throughout the East Texas area since 1985.,10.0,https://facebook.com/195519963796133,1985.0,CONSTRUCTION,False,Williamson Foundation Repair has been providing foundation repair and drainage correction system services throughout the East Texas area since 1985.,https://www.linkedin.com/company/williamson-foundation-repair,Williamson Foundation Repair,(469) 698-8332,"BANDWIDTH.COM CLEC, LLC - TX",fixed line,1000000.0,TX,America/Chicago,rwfoundationrep,75032,United States of America,US,,,0x864c1f82a90bdc9f:0x1c7608b16341d847,8926c82f617ffff,/g/11c0r1w8gl,32.902825899999996,,,"https://www.google.com/maps/place/Williamson+Foundation+Repair/@32.902825899999996,-96.5707693,14z/data=!4m8!1m2!2m1!1sWilliamson+Foundation+Repair!3m4!1s0x864c1f82a90bdc9f:0x1c7608b16341d847!8m2!3d32.902825899999996!4d-96.5707693","https://www.google.com/maps/place/Williamson+Foundation+Repair/@32.902825899999996,-96.5707693,13.99z/data=!4m16!1m7!3m6!1s0x864c1f82a90bdc9f:0x1c7608b16341d847!2sWilliamson+Foundation+Repair!8m2!3d32.902825899999996!4d-96.5707693!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c1f82a90bdc9f:0x1c7608b16341d847!8m2!3d32.902825899999996!4d-96.5707693!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-aM6CroYhgEM/AAAAAAAAAAI/AAAAAAAAAAA/efaoSdrXNFU/s44-p-k-no-ns-nd/photo.jpg,-96.5707693,,Williamson Foundation Repair,Williamson Foundation Repair,,,108238210857245556146,https://www.google.com/maps/contrib/108238210857245556146,Williamson Foundation Repair,+1 469-698-8332,"BANDWIDTH.COM CLEC, LLC - TX",fixed line,https://lh3.googleusercontent.com/p/AF1QipODk9bHHfIRkkqZ_gRVU0jprfqFQ5qNinZqqYNz=w800-h500-k-no,182,ChIJn9wLqYIfTIYRR9hBY7EIdhw,,,75088,,,"Foundation repair near Royse City, TX",,4.9,,,,,,,Texas,TX,3309 Main St,,"Foundation, Contractor",America/Chicago,Foundation,,True,https://williamsonfoundation.com/,{'Thursday': ['8:30AM-5PM']},"Thursday,8:30AM,5PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"3608 Preston Rd #146, Plano, TX 75093",False,,OPERATIONAL,,9941982760624150906,Plano,3608 Preston Road,Plano,United States,"Dalrock Foundation Repair is a top rated foundation repair company serving the Dallas area. We offer cost effective foundation repair, foundation settlement repairs, drainage repairs, and concrete piers repair for commercial and residential property ow...",10.0,https://facebook.com/share.php,,CONSTRUCTION,False,"Dalrock Foundation Repair is a top rated foundation repair company serving the Dallas area. We offer cost effective foundation repair, foundation settlement repairs, drainage repairs, and concrete piers repair for commercial and residential property ow...",https://www.linkedin.com/company/dalrock-foundation-repair,Dalrock Foundation Repair,9725788800,"NEW CINGULAR WIRELESS PCS, LLC",mobile,1000000.0,TX,America/Chicago,,75093,United States of America,US,,,0x864c18fdb166e413:0x89f904a55a0f597a,8926c87450fffff,/g/1hc51my0_,33.046984099999996,,,"https://www.google.com/maps/place/Dalrock+Foundation+Repair/@33.046984099999996,-96.792361,14z/data=!4m8!1m2!2m1!1sDalrock+Foundation+Repair!3m4!1s0x864c18fdb166e413:0x89f904a55a0f597a!8m2!3d33.046984099999996!4d-96.792361","https://www.google.com/maps/place/Dalrock+Foundation+Repair/@33.046984099999996,-96.792361,13.99z/data=!4m16!1m7!3m6!1s0x864c18fdb166e413:0x89f904a55a0f597a!2sDalrock+Foundation+Repair!8m2!3d33.046984099999996!4d-96.792361!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c18fdb166e413:0x89f904a55a0f597a!8m2!3d33.046984099999996!4d-96.792361!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-nDwejMNV8i4/AAAAAAAAAAI/AAAAAAAAAAA/M2SSQ9ATCYE/s44-p-k-no-ns-nd/photo.jpg,-96.792361,,Dalrock Foundation Repair,Dalrock Foundation Repair,,,106794179321361203677,https://www.google.com/maps/contrib/106794179321361203677,Dalrock Foundation Repair,+1 972-578-8800,"NEW CINGULAR WIRELESS PCS, LLC",mobile,https://lh3.googleusercontent.com/p/AF1QipNyKuzoDJ0NXQEhlBQyByJnVQ0J2vOKh8r3rj_Z=w800-h500-k-no,134,ChIJE-Rmsf0YTIYRelkPWqUE-Yk,,,75093,,,"Foundation repair near Rockwall, TX",,4.7,,,,,,,Texas,TX,3608 Preston Rd #146,,"Foundation, Construction company, General contractor",America/Chicago,Foundation,,True,https://www.dalrockfoundation.com/,{'Thursday': ['8AM-6:30PM']},"Thursday,8AM,6:30PM"
{},"9305 Grant Dr, Rowlett, TX 75088",False,,OPERATIONAL,,12572706425279257005,Rowlett,9035 Grant Drive,Rowlett,United States,JRock Foundation is a company that specializes in foundation inspection and repair.,,,,CONSTRUCTION,False,,,JRock Foundation Inspection and Repair,,,,,TX,America/Chicago,,75088,United States of America,US,,,0x864c03d32eb3c4e9:0xae7b39e1780a99ad,8926c821bafffff,/g/11g3_80xk6,32.9168684,,,"https://www.google.com/maps/place/JRock+Foundation%2C+LLC/@32.9168684,-96.51181609999999,14z/data=!4m8!1m2!2m1!1sJRock+Foundation%2C+LLC!3m4!1s0x864c03d32eb3c4e9:0xae7b39e1780a99ad!8m2!3d32.9168684!4d-96.51181609999999","https://www.google.com/maps/place/JRock+Foundation%2C+LLC/@32.9168684,-96.51181609999999,13.99z/data=!4m16!1m7!3m6!1s0x864c03d32eb3c4e9:0xae7b39e1780a99ad!2sJRock+Foundation%2C+LLC!8m2!3d32.9168684!4d-96.51181609999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c03d32eb3c4e9:0xae7b39e1780a99ad!8m2!3d32.9168684!4d-96.51181609999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-kYr09IFG-po/AAAAAAAAAAI/AAAAAAAAAAA/GxUsccyjuWI/s44-p-k-no-ns-nd/photo.jpg,-96.51181609999999,,"JRock Foundation, LLC",Jrock Foundation,,,106018729779762149627,https://www.google.com/maps/contrib/106018729779762149627,"JRock Foundation, LLC",+1 214-542-1980,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - TX,mobile,https://lh3.googleusercontent.com/p/AF1QipPK9GRKgAY40ErHiPFEhEj8rrf8xa8Fg7twrEPW=w800-h500-k-no,72,ChIJ6cSzLtMDTIYRrZkKeOE5e64,,,75088,,,"Foundation repair near Rockwall, TX",,5.0,,,,,,,Texas,TX,9305 Grant Dr,,Foundation,America/Chicago,Foundation,,True,http://jrockfoundation.com/,{'Thursday': ['9AM-5PM']},"Thursday,9AM,5PM"
"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}","3902 Melcer Dr, Rowlett, TX 75088",False,,OPERATIONAL,,17924561311766817916,Rowlett,PO BOX 171176,Irving,United States,"Certified Foundation is a company that specializes in repairing homes and foundations. With over 25 years of expertise, we are committed to providing great and affordable service. We understand the challenges posed by the seasonal cycles of wet and dry...",50.0,https://facebook.com/certifiedfoundation,1994.0,CONSTRUCTION,False,"Certified Foundation is a company that specializes in repairing homes and foundations. With over 25 years of expertise, we are committed to providing great and affordable service. We understand the challenges posed by the seasonal cycles of wet and dry...",,Certified Foundation,+1 972-241-7300,SOUTHWESTERN BELL,fixed line,1000000.0,TX,America/Chicago,,75017,United States of America,US,,,0x864ea97e6a7ba7c1:0xf8c0d58b6e922c7c,8926c82f6bbffff,/g/11st85kgkv,32.9045676,,,"https://www.google.com/maps/place/Certified+Foundation+Specialists%2C+Inc/@32.9045676,-96.5654849,14z/data=!4m8!1m2!2m1!1sCertified+Foundation+Specialists%2C+Inc!3m4!1s0x864ea97e6a7ba7c1:0xf8c0d58b6e922c7c!8m2!3d32.9045676!4d-96.5654849","https://www.google.com/maps/place/Certified+Foundation+Specialists%2C+Inc/@32.9045676,-96.5654849,13.99z/data=!4m16!1m7!3m6!1s0x864ea97e6a7ba7c1:0xf8c0d58b6e922c7c!2sCertified+Foundation+Specialists%2C+Inc!8m2!3d32.9045676!4d-96.5654849!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864ea97e6a7ba7c1:0xf8c0d58b6e922c7c!8m2!3d32.9045676!4d-96.5654849!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-8BWbSYxP29w/AAAAAAAAAAI/AAAAAAAAAAA/a0ZZOfyXMd0/s44-p-k-no-ns-nd/photo.jpg,-96.5654849,,"Certified Foundation Specialists, Inc",Certified Foundation Specialists,,,113211302075937786308,https://www.google.com/maps/contrib/113211302075937786308,"Certified Foundation Specialists, Inc",+1 972-241-7300,SOUTHWESTERN BELL,fixed line,https://lh3.googleusercontent.com/p/AF1QipMuhGVmWaOhqr_kQT0-uvCL7B95RTMCHfIHTtBg=w800-h500-k-no,10,ChIJwad7an6pToYRfCySbovVwPg,,,75088,,,"Foundation repair near Rockwall, TX",,5.0,,,,,,,Texas,TX,3902 Melcer Dr,,Construction company,America/Chicago,Construction company,,True,http://certifiedfoundation.com/,{'Thursday': ['7AM-6PM']},"Thursday,7AM,6PM"
{},"2060 N Collins Blvd #105, Richardson, TX 75080",False,,OPERATIONAL,,1681074046342345900,Richardson,3608 Preston Road,Plano,United States,"Dalrock Foundation Repair is a top rated foundation repair company serving the Dallas area. We offer cost effective foundation repair, foundation settlement repairs, drainage repairs, and concrete piers repair for commercial and residential property ow...",10.0,https://facebook.com/share.php,,CONSTRUCTION,False,"Dalrock Foundation Repair is a top rated foundation repair company serving the Dallas area. We offer cost effective foundation repair, foundation settlement repairs, drainage repairs, and concrete piers repair for commercial and residential property ow...",https://www.linkedin.com/company/dalrock-foundation-repair,Dalrock Foundation Repair,9725788800,"NEW CINGULAR WIRELESS PCS, LLC",mobile,1000000.0,TX,America/Chicago,,75093,United States of America,US,,,0x864c1f2c00cbb791:0x17545ff03d5d34ac,8926c82b237ffff,/g/11frp_hm3l,32.9766877,,,"https://www.google.com/maps/place/Dalrock+Foundation+Repair/@32.9766877,-96.7211157,14z/data=!4m8!1m2!2m1!1sDalrock+Foundation+Repair!3m4!1s0x864c1f2c00cbb791:0x17545ff03d5d34ac!8m2!3d32.9766877!4d-96.7211157","https://www.google.com/maps/place/Dalrock+Foundation+Repair/@32.9766877,-96.7211157,13.99z/data=!4m16!1m7!3m6!1s0x864c1f2c00cbb791:0x17545ff03d5d34ac!2sDalrock+Foundation+Repair!8m2!3d32.9766877!4d-96.7211157!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c1f2c00cbb791:0x17545ff03d5d34ac!8m2!3d32.9766877!4d-96.7211157!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-R5KjGZj-Jsw/AAAAAAAAAAI/AAAAAAAAAAA/WFpf-SpQTZM/s44-p-k-no-ns-nd/photo.jpg,-96.7211157,,Dalrock Foundation Repair,Dalrock Foundation Repair,,,106197302433557740967,https://www.google.com/maps/contrib/106197302433557740967,Dalrock Foundation Repair,+1 972-730-3446,,landline,https://lh3.googleusercontent.com/p/AF1QipNVAvM7KVaVODHlpA4QAXkfAxYxrIBJzrz5LUwx=w800-h500-k-no,36,ChIJkbfLACwfTIYRrDRdPfBfVBc,,,75080,,,"Foundation repair near Rockwall, TX",,5.0,,,,,,,Texas,TX,2060 N Collins Blvd #105,,Contractor,America/Chicago,Contractor,,True,https://www.dalrockfoundation.com/,{'Thursday': ['8AM-5PM']},"Thursday,8AM,5PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"6565 N MacArthur Blvd #225, Irving, TX 75039",False,,OPERATIONAL,,6946820562176901949,Irving,1005 Westglen Drive,Alvin,United States,"Innovative Foundation Supportworks provides foundation repairs & new construction foundation stabilization in Bismarck, Fargo, Grand Forks, St. Paul, Minneapolis.",10.0,,,,False,"Innovative Foundation Supportworks provides foundation repairs & new construction foundation stabilization in Bismarck, Fargo, Grand Forks, St. Paul, Minneapolis.",https://www.linkedin.com/company/innovative-foundation-repair,Innovative Foundation Repair,,,,1000000.0,TX,America/Chicago,,77511,United States of America,US,Las Colinas,,0x864c296a6caca86f:0x6068107ed6ef033d,8926c86e59bffff,/g/11qsmxppv1,32.8982848,,,"https://www.google.com/maps/place/Innovative+Foundation+Repair/@32.8982848,-96.95990979999999,14z/data=!4m8!1m2!2m1!1sInnovative+Foundation+Repair!3m4!1s0x864c296a6caca86f:0x6068107ed6ef033d!8m2!3d32.8982848!4d-96.95990979999999","https://www.google.com/maps/place/Innovative+Foundation+Repair/@32.8982848,-96.95990979999999,13.99z/data=!4m16!1m7!3m6!1s0x864c296a6caca86f:0x6068107ed6ef033d!2sInnovative+Foundation+Repair!8m2!3d32.8982848!4d-96.95990979999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c296a6caca86f:0x6068107ed6ef033d!8m2!3d32.8982848!4d-96.95990979999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-X6EowQ_UGjo/AAAAAAAAAAI/AAAAAAAAAAA/Efq7BZM2v-s/s44-p-k-no-ns-nd/photo.jpg,-96.95990979999999,,Innovative Foundation Repair,Innovative Foundation Repair,,,106148806055188390879,https://www.google.com/maps/contrib/106148806055188390879,Innovative Foundation Repair,+1 469-529-7800,"TWILIO INTERNATIONAL, INC.",voip,https://lh3.googleusercontent.com/p/AF1QipPlajZf0rfmgzz5eyBAzR6Vijw4apK5Z1LhYyEU=w800-h500-k-no,15,ChIJb6isbGopTIYRPQPv1n4QaGA,,,75039,,,"Foundation repair near Rockwall, TX",,5.0,,,,,,,Texas,TX,6565 N MacArthur Blvd #225,,"Concrete contractor, Contractor, Drainage service",America/Chicago,Concrete contractor,,True,https://www.innovativefoundationrepair.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3DMaps,{'Thursday': ['9AM-6PM']},"Thursday,9AM,6PM"
{},"417 Gautney St, Garland, TX 75040",False,,OPERATIONAL,,677897790051645261,Garland,417 Gautney Street,Garland,United States,Align Foundation Repair is a full service foundation repair and drainage remediation company dedicated to the highest quality repair and integrity in the business. We pride ourselves in creating a new level of trust for our customers. Creating a new te...,10.0,https://facebook.com/alignfoundationrepair,2010.0,CONSTRUCTION,False,Align Foundation Repair is a full service foundation repair and drainage remediation company dedicated to the highest quality repair and integrity in the business. We pride ourselves in creating a new level of trust for our customers. Creating a new te...,https://www.linkedin.com/company/align-foundation-repair-l.l.c.,Align Foundation Repair,2147102555,,landline,1000000.0,TX,America/Chicago,AlignFoundation,75040,United States of America,US,,,0x864c1d8352d79795:0x9686072ca0cf74d,8926c828ccfffff,/g/11b5s2f27d,32.914707299999996,,,"https://www.google.com/maps/place/Align+Foundation+Repair/@32.914707299999996,-96.6259195,14z/data=!4m8!1m2!2m1!1sAlign+Foundation+Repair!3m4!1s0x864c1d8352d79795:0x9686072ca0cf74d!8m2!3d32.914707299999996!4d-96.6259195","https://www.google.com/maps/place/Align+Foundation+Repair/@32.914707299999996,-96.6259195,13.99z/data=!4m16!1m7!3m6!1s0x864c1d8352d79795:0x9686072ca0cf74d!2sAlign+Foundation+Repair!8m2!3d32.914707299999996!4d-96.6259195!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c1d8352d79795:0x9686072ca0cf74d!8m2!3d32.914707299999996!4d-96.6259195!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-2XnrUv5B4Kw/AAAAAAAAAAI/AAAAAAAAAAA/spIeSBeSomc/s44-p-k-no-ns-nd/photo.jpg,-96.6259195,,Align Foundation Repair,Align Foundation Repair,,,108303615290496240479,https://www.google.com/maps/contrib/108303615290496240479,Align Foundation Repair,+1 214-441-7955,"TWILIO INTERNATIONAL, INC.",landline,https://lh3.googleusercontent.com/p/AF1QipMhd8uHS5cB-AKWfiXMrHCHnd0ROiuSwHnf1YsD=w800-h500-k-no,50,ChIJlZfXUoMdTIYRTfcMynJgaAk,,,75040,,,"Foundation repair near Garland, TX",,4.7,,,,,,,Texas,TX,417 Gautney St,,"Foundation, Drainage service",America/Chicago,Foundation,,True,https://alignfoundationrepair.com/%3Futm_campaign%3Dgmb,{'Thursday': ['9AM-5PM']},"Thursday,9AM,5PM"
{},"675 Town Square Blvd Suite 200, Building 1A, Garland, TX 75040",False,,OPERATIONAL,,1302805273060607542,Garland,6401 Eldorado Parkway,McKinney,United States,"Stratum Foundation Repair: Stratum is A+ rated with the BBB, 5 Star Reviews, offers FREE inspections, and offers a lifetime transferrable warranty. Call today!",10.0,https://facebook.com/stratumfoundationrepair,,,False,"Stratum Foundation Repair: Stratum is A+ rated with the BBB, 5 Star Reviews, offers FREE inspections, and offers a lifetime transferrable warranty. Call today!",https://www.linkedin.com/company/stratum-foundation-repair,Stratum Foundation Repair,+1 214-683-2956,"NEW CINGULAR WIRELESS PCS, LLC - IL",mobile,1000000.0,TX,America/Chicago,StratumFR,75070,United States of America,US,,,0x864c1d7abac0af1b:0x12147e7e48488636,8926c82ae03ffff,/g/11h5vfxhsv,32.9543979,,,"https://www.google.com/maps/place/Stratum+Foundation+Repair+Garland/@32.9543979,-96.61181739999999,14z/data=!4m8!1m2!2m1!1sStratum+Foundation+Repair+Garland!3m4!1s0x864c1d7abac0af1b:0x12147e7e48488636!8m2!3d32.9543979!4d-96.61181739999999","https://www.google.com/maps/place/Stratum+Foundation+Repair+Garland/@32.9543979,-96.61181739999999,13.99z/data=!4m16!1m7!3m6!1s0x864c1d7abac0af1b:0x12147e7e48488636!2sStratum+Foundation+Repair+Garland!8m2!3d32.9543979!4d-96.61181739999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c1d7abac0af1b:0x12147e7e48488636!8m2!3d32.9543979!4d-96.61181739999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-o5esTk4h5AA/AAAAAAAAAAI/AAAAAAAAAAA/O5WkErzcbig/s44-p-k-no-ns-nd/photo.jpg,-96.61181739999999,,Stratum Foundation Repair Garland,Stratum Foundation Repair Garland,,,102221901013244859233,https://www.google.com/maps/contrib/102221901013244859233,Stratum Foundation Repair Garland,+1 469-626-6173,"BANDWIDTH.COM CLEC, LLC - TX",fixed line,https://lh3.googleusercontent.com/p/AF1QipNDumUUj4r8m7J_nsZbR35rXUlbrPmGOVH2rMAy=w800-h500-k-no,26,ChIJG6_AunodTIYRNoZISH5-FBI,,,75040,,,"Foundation repair near Garland, TX",,5.0,,,,,,,Texas,TX,"675 Town Square Blvd Suite 200, Building 1A",,Concrete contractor,America/Chicago,Concrete contractor,,True,https://www.stratumfoundationrepair.com/,{'Thursday': ['7:30AM-6PM']},"Thursday,7:30AM,6PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"3618 Dividend Dr, Garland, TX 75042",False,,OPERATIONAL,,483867631232400273,Garland,3618 Dividend Dr,Garland,United States,"Since 1956, Ace Foundation Repair has been providing customers in Garland, TX & surrounding areas, with foundation repairs & house leveling services. Call today",,https://facebook.com/ace-foundation-192168040810258,,CONSUMER_SERVICES,False,"Since 1956, Ace Foundation Repair has been providing customers in Garland, TX & surrounding areas, with foundation repairs & house leveling services. Call today",,Ace Foundation,+1 972-272-1900,"ONVOY, LLC - TX",landline,,TX,,,75042,United States of America,US,,,0x864ea09f8e3671a7:0x6b70b0c05eabb91,8926c829c27ffff,/g/1tj73_y_,32.898556299999996,,,"https://www.google.com/maps/place/Ace+Foundation+Repair+Inc/@32.898556299999996,-96.6857734,14z/data=!4m8!1m2!2m1!1sAce+Foundation+Repair+Inc!3m4!1s0x864ea09f8e3671a7:0x6b70b0c05eabb91!8m2!3d32.898556299999996!4d-96.6857734","https://www.google.com/maps/place/Ace+Foundation+Repair+Inc/@32.898556299999996,-96.6857734,13.99z/data=!4m16!1m7!3m6!1s0x864ea09f8e3671a7:0x6b70b0c05eabb91!2sAce+Foundation+Repair+Inc!8m2!3d32.898556299999996!4d-96.6857734!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864ea09f8e3671a7:0x6b70b0c05eabb91!8m2!3d32.898556299999996!4d-96.6857734!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-YhtZZ78jatk/AAAAAAAAAAI/AAAAAAAAAAA/YyHlWmADOJo/s44-p-k-no-ns-nd/photo.jpg,-96.6857734,,Ace Foundation Repair Inc,Ace Foundation Repair,,,117438059847366411471,https://www.google.com/maps/contrib/117438059847366411471,Ace Foundation Repair Inc,+1 972-272-1900,"ONVOY, LLC - TX",landline,https://lh3.googleusercontent.com/p/AF1QipOPyCt5P50Q3toAwRjv9IQFJiQ0ElGNn426rYdv=w800-h500-k-no,6,ChIJp3E2jp-gToYRkbvqBQwLtwY,,,75042,,,"Foundation repair near Garland, TX",,4.6,,,,,,,Texas,TX,3618 Dividend Dr,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fXIe6_Y4NvYdugJ7qxvXpw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=170.57481&pitch=0&thumbfov=100,"Foundation, Concrete contractor",America/Chicago,Foundation,,True,https://www.acefoundation.com/,{'Thursday': ['8AM-5PM']},"Thursday,8AM,5PM"
{},"2913 Honeysuckle Dr, Garland, TX 75041",False,,OPERATIONAL,,7637505982284750723,Garland,,,,,,,,,,,,,,,,,,,,,United States of America,US,,,0x864ea7281599949d:0x69fddf39c400df83,8926c828877ffff,/g/11xmlt5stj,32.88081,,,"https://www.google.com/maps/place/Lima%27s+Foundation+Repair/@32.88081,-96.6273842,14z/data=!4m8!1m2!2m1!1sLima%27s+Foundation+Repair!3m4!1s0x864ea7281599949d:0x69fddf39c400df83!8m2!3d32.88081!4d-96.6273842","https://www.google.com/maps/place/Lima%27s+Foundation+Repair/@32.88081,-96.6273842,13.99z/data=!4m16!1m7!3m6!1s0x864ea7281599949d:0x69fddf39c400df83!2sLima%27s+Foundation+Repair!8m2!3d32.88081!4d-96.6273842!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864ea7281599949d:0x69fddf39c400df83!8m2!3d32.88081!4d-96.6273842!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-u-OOGPf3vH4/AAAAAAAAAAI/AAAAAAAAAAA/cCt7spDjaDY/s44-p-k-no-ns-nd/photo.jpg,-96.6273842,,Lima's Foundation Repair,Limas Foundation Repair,,,114617172508757261006,https://www.google.com/maps/contrib/114617172508757261006,Lima's Foundation Repair,+1 903-787-3658,"T-MOBILE USA, INC.",mobile,https://lh3.googleusercontent.com/p/AF1QipNramk3U3S0Ey91EbMmeEwTejLSO6fQwWUU2WJM=w800-h500-k-no,10,ChIJnZSZFSinToYRg98AxDnf_Wk,,,75041,,,"Foundation repair near Garland, TX",,4.5,,,,,,,Texas,TX,2913 Honeysuckle Dr,,"Concrete contractor, Construction company, Foundation",America/Chicago,Concrete contractor,,True,https://limasfoundationrepair.com/,{'Thursday': ['9AM-5PM']},"Thursday,9AM,5PM"
