business_name,phone,email,website,address,city,state,zip,first_name,last_name,rating,reviews,niche,voice,carrier_type,load_date,tags
EMSR - Electrical Contractors - Fort Worth,+18174017841,,https://emsr-ec.com/,"640 Taylor St Suite 1200, Fort Worth, TX 76102",Fort Worth,TX,76102,,,5,5,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
RFX Electric,+14694063997,,http://rfxelectric.com/,"7128 Belteau Ln, Dallas, TX 75227",Dallas,TX,75227,,,5,26,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Arc Angel Services,+18173808887,,https://arcangelservices.com/,"700 Jim Wright Fwy Ste M-1, White Settlement, TX 76108",White Settlement,TX,76108,,,4.9,277,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Hunt Electrical Services,+18177210264,,https://www.huntelectricalservices.net/,"3811 Camp Bowie Blvd, Fort Worth, TX 76107",Fort Worth,TX,76107,,,4.4,7,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Fort Worth Electrician,+19723277064,,http://www.electricianinfortworth.com/contact-us,"4920 Grisham Dr, Rowlett, TX 75088",Rowlett,TX,75088,,,5,1,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Carroll Service Co,+18173209721,,https://carrollservicecotx.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb%26utm_campaign%3Dseo,"408 N Main St Suite C, Keller, TX 76248",Keller,TX,76248,,,4.8,79,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
"The King's Electric, LLC",+18173086444,,https://www.thekingsep.com/,"1288 W Arkansas Ln, Arlington, TX 76013",Arlington,TX,76013,,,5,241,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Cooper Electric Service,+12147189383,,http://www.cooperelectricservice.com/,"5647 Cancun Dr, North Richland Hills, TX 76180",North Richland Hills,TX,76180,,,4.8,49,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Cooper Electric Service,+12147189383,,http://www.cooperelectricservice.com/,"5647 Cancun Dr, North Richland Hills, TX 76180",North Richland Hills,TX,76180,,,4.8,49,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Cooper Electric Service,+12147189383,,http://www.cooperelectricservice.com/,"5647 Cancun Dr, North Richland Hills, TX 76180",North Richland Hills,TX,76180,,,4.8,49,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Griggs Electric LLC,+18173072212,,http://griggselectric.com/,"15537 Landing Creek Ln, Roanoke, TX 76262",Roanoke,TX,76262,,,4.9,98,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Griggs Electric LLC,+18173072212,,http://griggselectric.com/,"15537 Landing Creek Ln, Roanoke, TX 76262",Roanoke,TX,76262,,,4.9,98,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Consolidated Electrical Distributors Waxahachie,+12144635046,,https://cedwaxahachie.portalced.com/,"1011 Sales Dr, Waxahachie, TX 75167",Waxahachie,TX,75167,,,5,26,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Avid Electrical Contracting,+19407657043,,https://avid-electric.com/,"620 Henrietta Creek Rd #100, Roanoke, TX 76262",Roanoke,TX,76262,,,4.3,6,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Avid Electrical Contracting,+19407657043,,https://avid-electric.com/,"620 Henrietta Creek Rd #100, Roanoke, TX 76262",Roanoke,TX,76262,,,4.3,6,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Avid Electrical Contracting,+19407657043,,https://avid-electric.com/,"620 Henrietta Creek Rd #100, Roanoke, TX 76262",Roanoke,TX,76262,,,4.3,6,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Shafer Electrical Contracting LLC,+14697679954,,http://www.shaferelectrical.com/,"126 Park Crest Dr, Red Oak, TX 75154",Red Oak,TX,75154,,,5,37,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
ElectraTex,+14697924465,,https://www.electratex.com/,"7451 Bennett Lawson Rd, Mansfield, TX 76063",Mansfield,TX,76063,,,5,75,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Light It Up Electric,+14692611503,,https://www.lightitupelectric.net/,"6136 Frisco Square Blvd Suite 400, Frisco, TX 75034",Frisco,TX,75034,,,4.9,240,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Light It Up Electric,+14692611503,,https://www.lightitupelectric.net/,"6136 Frisco Square Blvd Suite 400, Frisco, TX 75034",Frisco,TX,75034,,,4.9,240,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Light It Up Electric,+14692611503,,https://www.lightitupelectric.net/,"6136 Frisco Square Blvd Suite 400, Frisco, TX 75034",Frisco,TX,75034,,,4.9,240,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Electrician Near Me Experts LLC,+14697902019,,https://www.electriciannearmeexperts.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"1203 N Kentucky St STE B, McKinney, TX 75069",McKinney,TX,75069,,,4.9,152,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
A.T. Electric LLC,+16825825500,,https://atelectricllc.com/,"7920 Rodeo Trl, Mansfield, TX 76063",Mansfield,TX,76063,,,5,159,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
A.T. Electric LLC,+16825825500,,https://atelectricllc.com/,"7920 Rodeo Trl, Mansfield, TX 76063",Mansfield,TX,76063,,,5,159,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
DFW Longhorn Electric,+12146832375,,https://www.dfwlonghornelectric.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D17278394099602634175,"330 W Simonds Rd, Seagoville, TX 75159",Seagoville,TX,75159,,,5,2,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
DFW Longhorn Electric,+12146832375,,https://www.dfwlonghornelectric.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D17278394099602634175,"330 W Simonds Rd, Seagoville, TX 75159",Seagoville,TX,75159,,,5,2,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
McFadden Electric,+18177130359,,https://mcfaddenelectric.com/,"1382 Co Rd 2585, Alvord, TX 76225",Alvord,TX,76225,,,5,4,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Creation Roofing and Foundation,+12148930843,,https://www.creationroofingandfoundation.com/,"750 North St. Paul Street #201, Dallas, TX 75201",Dallas,TX,75201,,,5,34,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
Creation Roofing and Foundation,+12148930843,,https://www.creationroofingandfoundation.com/,"750 North St. Paul Street #201, Dallas, TX 75201",Dallas,TX,75201,,,5,34,electricians,eric,mobile,2026-02-16,"electricians_02-16-26,mobile-verified,cold-outreach,voice-eric,load-02-16-26"
